,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y5 dEV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 EV Rebounds Created/60,Y2 EV Rebounds Created/60,Y3 EV Rebounds Created/60,Y4 EV Rebounds Created/60,Y5 EV Rebounds Created/60,Y1 EV Rush Attempts/60,Y2 EV Rush Attempts/60,Y3 EV Rush Attempts/60,Y4 EV Rush Attempts/60,Y5 EV Rush Attempts/60,Y1 EV oixGF/60,Y2 EV oixGF/60,Y3 EV oixGF/60,Y4 EV oixGF/60,Y5 EV oixGF/60
Alex Ovechkin 2013,Alex Ovechkin,2013,L,27.04,75,238,79.0,72.0,79.0,78,82,16.6732,16.6701,16.716,16.1205,16.2139,0.7744,1.2497,1.1359,0.4295,0.7709,-0.6598,0.4555,0.5499,0.4998,0.3817,0.2313,1.7765,1.1998,1.4085,0.6203,0.6938,1.321,1.2497,1.2267,0.8589,2.5642,3.3216,3.1273,3.2359,2.2337,2.5642
Alex Ovechkin 2014,Alex Ovechkin,2014,L,28.039,75,238,72.0,79.0,78.0,82,78,16.6701,16.716,16.1205,16.2139,15.4387,1.2497,1.1359,0.4295,0.7709,0.4484,-0.8806999999999999,0.5499,0.4998,0.3817,0.2313,0.1495,1.1998,1.4085,0.6203,0.6938,0.9467,1.2497,1.2267,0.8589,0.7709,2.3268,3.1273,3.2359,2.2337,2.5642,2.3268
Alex Ovechkin 2015,Alex Ovechkin,2015,L,29.038,75,238,79.0,78.0,82.0,78,81,16.716,16.1205,16.2139,15.4387,16.4784,1.1359,0.4295,0.7709,0.4484,0.6743,-0.541225,0.4998,0.3817,0.2313,0.1495,0.1798,1.4085,0.6203,0.6938,0.9467,1.0789,1.2267,0.8589,0.7709,0.9965,2.6382,3.2359,2.2337,2.5642,2.3268,2.6382
Alex Ovechkin 2016,Alex Ovechkin,2016,L,30.038,75,238,78.0,82.0,78.0,81,79,16.1205,16.2139,15.4387,16.4784,16.0112,0.4295,0.7709,0.4484,0.6743,0.1423,-1.1153,0.3817,0.2313,0.1495,0.1798,0.6167,0.6203,0.6938,0.9467,1.0789,1.1384,0.8589,0.7709,0.9965,1.0339,2.71,2.2337,2.5642,2.3268,2.6382,2.71
Alex Ovechkin 2017,Alex Ovechkin,2017,L,31.04,75,238,82.0,78.0,81.0,79,82,16.2139,15.4387,16.4784,16.0112,14.623,0.7709,0.4484,0.6743,0.1423,0.7506,-0.5763999999999999,0.2313,0.1495,0.1798,0.6167,0.6005,0.6938,0.9467,1.0789,1.1384,1.351,0.7709,0.9965,1.0339,1.1384,2.5514,2.5642,2.3268,2.6382,2.71,2.5514
Alex Ovechkin 2018,Alex Ovechkin,2018,L,32.039,75,238,78.0,81.0,79.0,82,82,15.4387,16.4784,16.0112,14.623,15.8959,0.4484,0.6743,0.1423,0.7506,0.5524,-0.6663749999999999,0.1495,0.1798,0.6167,0.6005,0.5524,0.9467,1.0789,1.1384,1.351,1.7952,0.9965,1.0339,1.1384,1.1509,3.0288,2.3268,2.6382,2.71,2.5514,3.0288
Alex Ovechkin 2019,Alex Ovechkin,2019,L,33.039,75,238,81.0,79.0,82.0,82,81,16.4784,16.0112,14.623,15.8959,16.4848,0.6743,0.1423,0.7506,0.5524,0.8987,-0.35199999999999987,0.1798,0.6167,0.6005,0.5524,0.3595,1.0789,1.1384,1.351,1.7952,0.8987,1.0339,1.1384,1.1509,0.6444,2.9342,2.6382,2.71,2.5514,3.0288,2.9342
Alex Ovechkin 2020,Alex Ovechkin,2020,L,34.038,75,238,79.0,82.0,82.0,81,80,16.0112,14.623,15.8959,16.4848,15.6512,0.1423,0.7506,0.5524,0.8987,0.5638,-0.742925,0.6167,0.6005,0.5524,0.3595,0.2255,1.1384,1.351,1.7952,0.8987,1.2966,1.1384,1.1509,0.6444,0.6291,3.227,2.71,2.5514,3.0288,2.9342,3.227
Alex Ovechkin 2021,Alex Ovechkin,2021,L,35.04,75,238,82.0,82.0,81.0,80,65,14.623,15.8959,16.4848,15.6512,15.3107,0.7506,0.5524,0.8987,0.5638,0.6096,-0.8227999999999999,0.6005,0.5524,0.3595,0.2255,0.2613,1.351,1.7952,0.8987,1.2966,0.9579,1.1509,0.6444,0.6291,0.9584,2.353,2.5514,3.0288,2.9342,3.227,2.353
Alex Ovechkin 2022,Alex Ovechkin,2022,L,36.039,75,238,82.0,81.0,80.0,65,77,15.8959,16.4848,15.6512,15.3107,15.8015,0.5524,0.8987,0.5638,0.6096,0.8383,-0.7205250000000001,0.5524,0.3595,0.2255,0.2613,0.4931,1.7952,0.8987,1.2966,0.9579,0.5918,0.6444,0.6291,0.9584,0.8708,3.0712,3.0288,2.9342,3.227,2.353,3.0712
Alex Ovechkin 2023,Alex Ovechkin,2023,L,37.039,75,238,81.0,80.0,65.0,77,73,16.4848,15.6512,15.3107,15.8015,15.4635,0.8987,0.5638,0.6096,0.8383,0.6378,-0.9595999999999999,0.3595,0.2255,0.2613,0.4931,0.5315,0.8987,1.2966,0.9579,0.5918,2.1261,0.6291,0.9584,0.8708,0.6411,3.491,2.9342,3.227,2.353,3.0712,3.491
Evgeni Malkin 2016,Evgeni Malkin,2016,C,29.17,75,195,75.0,52.0,60.0,69,57,16.5369,15.1645,15.4531,15.2365,15.2871,1.3545,0.7658,1.1648,0.6849,0.8263,-0.32277500000000003,0.4354,0.5105,0.5177,0.7419,0.2066,0.9192,1.5316,0.5824,0.6849,0.6886,0.6773,0.2553,0.3883,0.5707,3.0442,3.323,3.3121,2.5367,2.7914,3.0442
Evgeni Malkin 2017,Evgeni Malkin,2017,C,30.172,75,195,52.0,60.0,69.0,57,62,15.1645,15.4531,15.2365,15.2871,14.8938,0.7658,1.1648,0.6849,0.8263,1.2995,0.33457500000000007,0.5105,0.5177,0.7419,0.2066,0.4548,1.5316,0.5824,0.6849,0.6886,0.8447,0.2553,0.3883,0.5707,0.4131,2.8213,3.3121,2.5367,2.7914,3.0442,2.8213
Evgeni Malkin 2018,Evgeni Malkin,2018,C,31.171,75,195,60.0,69.0,57.0,62,78,15.4531,15.2365,15.2871,14.8938,15.2494,1.1648,0.6849,0.8263,1.2995,1.2106,0.04784999999999995,0.5177,0.7419,0.2066,0.4548,0.4035,0.5824,0.6849,0.6886,0.8447,1.1098,0.3883,0.5707,0.4131,0.1949,3.1653,2.5367,2.7914,3.0442,2.8213,3.1653
Evgeni Malkin 2019,Evgeni Malkin,2019,C,32.171,75,195,69.0,57.0,62.0,78,68,15.2365,15.2871,14.8938,15.2494,15.3181,0.6849,0.8263,1.2995,1.2106,1.3248,0.06779999999999986,0.7419,0.2066,0.4548,0.4035,0.6336,0.6849,0.6886,0.8447,1.1098,0.864,0.5707,0.4131,0.1949,0.2522,2.8271,2.7914,3.0442,2.8213,3.1653,2.8271
Evgeni Malkin 2020,Evgeni Malkin,2020,C,33.17,75,195,57.0,62.0,78.0,68,64,15.2871,14.8938,15.2494,15.3181,15.7815,0.8263,1.2995,1.2106,1.3248,1.2443,0.0855999999999999,0.2066,0.4548,0.4035,0.6336,0.9678,0.6886,0.8447,1.1098,0.864,0.9678,0.4131,0.1949,0.2522,0.5184,3.58,3.0442,2.8213,3.1653,2.8271,3.58
Blake Wheeler 2013,Blake Wheeler,2013,R,26.087,77,220,81.0,82.0,81.0,80,82,11.5702,12.5159,13.5628,16.2267,15.8281,0.7683,0.5846,0.71,1.1555,0.8687,0.03512500000000007,0.5762,0.2338,0.4369,0.6009,0.4738,0.6402,0.5846,0.6008,0.9706,0.8687,0.5762,0.3508,0.6008,0.6471,3.0997,2.6998,2.4677,2.8062,2.9955,3.0997
Blake Wheeler 2014,Blake Wheeler,2014,R,27.086,77,220,82.0,81.0,80.0,82,82,12.5159,13.5628,16.2267,15.8281,15.1829,0.5846,0.71,1.1555,0.8687,0.9639,0.050775000000000015,0.2338,0.4369,0.6009,0.4738,0.4819,0.5846,0.6008,0.9706,0.8687,1.2048,0.3508,0.6008,0.6471,0.6318,2.6135,2.4677,2.8062,2.9955,3.0997,2.6135
Blake Wheeler 2015,Blake Wheeler,2015,R,28.086,77,220,81.0,80.0,82.0,82,79,13.5628,16.2267,15.8281,15.1829,14.6479,0.71,1.1555,0.8687,0.9639,0.9333,-0.01617499999999994,0.4369,0.6009,0.4738,0.4819,0.3111,0.6008,0.9706,0.8687,1.2048,0.9852,0.6008,0.6471,0.6318,0.7711,2.7252,2.8062,2.9955,3.0997,2.6135,2.7252
Blake Wheeler 2016,Blake Wheeler,2016,R,29.085,77,220,80.0,82.0,82.0,79,82,16.2267,15.8281,15.1829,14.6479,15.3067,1.1555,0.8687,0.9639,0.9333,1.3385,0.37555000000000005,0.6009,0.4738,0.4819,0.3111,0.3824,0.9706,0.8687,1.2048,0.9852,0.9083,0.6471,0.6318,0.7711,0.6222,2.9772,2.9955,3.0997,2.6135,2.7252,2.9772
Blake Wheeler 2017,Blake Wheeler,2017,R,30.087,77,220,82.0,82.0,79.0,82,82,15.8281,15.1829,14.6479,15.3067,15.8053,0.8687,0.9639,0.9333,1.3385,0.9722,-0.11462499999999998,0.4738,0.4819,0.3111,0.3824,0.463,0.8687,1.2048,0.9852,0.9083,0.8796,0.6318,0.7711,0.6222,0.5736,2.9629,3.0997,2.6135,2.7252,2.9772,2.9629
Blake Wheeler 2018,Blake Wheeler,2018,R,31.086,77,220,82.0,79.0,82.0,82,81,15.1829,14.6479,15.3067,15.8053,15.8311,0.9639,0.9333,1.3385,0.9722,0.7954,-0.17569999999999997,0.4819,0.3111,0.3824,0.463,0.7019,1.2048,0.9852,0.9083,0.8796,0.7954,0.7711,0.6222,0.5736,0.463,2.8458,2.6135,2.7252,2.9772,2.9629,2.8458
Blake Wheeler 2019,Blake Wheeler,2019,R,32.086,77,220,79.0,82.0,82.0,81,82,14.6479,15.3067,15.8053,15.8311,15.9817,0.9333,1.3385,0.9722,0.7954,1.053,0.12402499999999994,0.3111,0.3824,0.463,0.7019,0.7325,0.9852,0.9083,0.8796,0.7954,0.5952,0.6222,0.5736,0.463,0.234,2.7434,2.7252,2.9772,2.9629,2.8458,2.7434
Blake Wheeler 2020,Blake Wheeler,2020,R,33.085,77,220,82.0,82.0,81.0,82,83,15.3067,15.8053,15.8311,15.9817,15.3254,1.3385,0.9722,0.7954,1.053,0.772,-0.08084999999999998,0.3824,0.463,0.7019,0.7325,0.5514,0.9083,0.8796,0.7954,0.5952,0.9926,0.5736,0.463,0.234,0.2747,2.665,2.9772,2.9629,2.8458,2.7434,2.665
Blake Wheeler 2021,Blake Wheeler,2021,R,34.087,77,220,82.0,81.0,82.0,83,73,15.8053,15.8311,15.9817,15.3254,15.208,0.9722,0.7954,1.053,0.772,1.1047,0.268475,0.463,0.7019,0.7325,0.5514,0.4734,0.8796,0.7954,0.5952,0.9926,0.3945,0.463,0.234,0.2747,0.4411,2.7838,2.9629,2.8458,2.7434,2.665,2.7838
Blake Wheeler 2022,Blake Wheeler,2022,R,35.087,77,220,81.0,82.0,83.0,73,65,15.8311,15.9817,15.3254,15.208,16.0431,0.7954,1.053,0.772,1.1047,1.0357,0.20237500000000008,0.7019,0.7325,0.5514,0.4734,0.4603,0.7954,0.5952,0.9926,0.3945,0.748,0.234,0.2747,0.4411,0.2367,3.0173,2.8458,2.7434,2.665,2.7838,3.0173
Blake Wheeler 2023,Blake Wheeler,2023,R,36.086,77,220,82.0,83.0,73.0,65,72,15.9817,15.3254,15.208,16.0431,13.8637,1.053,0.772,1.1047,1.0357,1.2022,0.36634999999999995,0.7325,0.5514,0.4734,0.4603,0.6612,0.5952,0.9926,0.3945,0.748,1.082,0.2747,0.4411,0.2367,0.3452,3.2615,2.7434,2.665,2.7838,3.0173,3.2615
David Krejci 2012,David Krejci,2012,C,25.427,72,192,56.0,82.0,79.0,75,79,12.4574,12.686,14.3205,14.9222,15.2314,0.602,1.0959,0.9016,1.4475,0.8975,0.2885249999999999,0.344,0.9229,0.4243,0.5897,0.5984,0.43,0.5768,0.4773,0.6433,0.2992,0.344,0.3461,0.053,0.4825,2.3306,1.844,2.5655,2.4089,2.6082,2.3306
David Krejci 2013,David Krejci,2013,C,26.429,72,192,82.0,79.0,75.0,79,80,12.686,14.3205,14.9222,15.2314,15.9656,1.0959,0.9016,1.4475,0.8975,1.0395,0.25475000000000014,0.9229,0.4243,0.5897,0.5984,0.2399,0.5768,0.4773,0.6433,0.2992,0.5597,0.3461,0.053,0.4825,0.2992,2.5883,2.5655,2.4089,2.6082,2.3306,2.5883
David Krejci 2014,David Krejci,2014,C,27.429,72,192,79.0,75.0,79.0,80,80,14.3205,14.9222,15.2314,15.9656,15.9121,0.9016,1.4475,0.8975,1.0395,0.7541,-0.014249999999999985,0.4243,0.5897,0.5984,0.2399,0.8484,0.4773,0.6433,0.2992,0.5597,0.2828,0.053,0.4825,0.2992,0.5597,2.5622,2.4089,2.6082,2.3306,2.5883,2.5622
David Krejci 2020,David Krejci,2020,C,33.427,72,192,72.0,82.0,64.0,81,71,15.5567,15.2276,14.4005,15.2578,15.1104,1.2321,0.961,0.9765,1.3108,0.4557,-0.231275,0.3214,0.2403,0.3906,0.7768,0.7811,0.375,0.4805,0.4557,0.3884,0.4557,0.2143,0.6727,0.4557,0.5826,2.3831,2.1877,2.6841,3.0442,2.6469,2.3831
David Krejci 2021,David Krejci,2021,C,34.429,72,192,82.0,64.0,81.0,71,74,15.2276,14.4005,15.2578,15.1104,14.5183,0.961,0.9765,1.3108,0.4557,1.3776,0.702,0.2403,0.3906,0.7768,0.7811,0.4862,0.4805,0.4557,0.3884,0.4557,0.5672,0.6727,0.4557,0.5826,0.1302,2.5445,2.6841,3.0442,2.6469,2.3831,2.5445
Paul Stastny 2014,Paul Stastny,2014,C,27.763,72,193,81.0,74.0,79.0,68,71,15.9842,15.6257,15.834,14.5446,15.4056,1.4829,0.6227,0.6236,0.3094,0.8777,0.18137500000000006,0.5098,0.4151,0.3358,0.4125,0.384,1.1122,1.0897,1.6308,0.9282,0.8228,0.4634,0.5708,0.3358,0.5157,2.853,2.6494,2.539,2.795,2.2575,2.853
Paul Stastny 2015,Paul Stastny,2015,C,28.762,72,193,74.0,79.0,68.0,71,74,15.6257,15.834,14.5446,15.4056,14.3755,0.6227,0.6236,0.3094,0.8777,0.846,-0.010850000000000026,0.4151,0.3358,0.4125,0.384,0.3948,1.0897,1.6308,0.9282,0.8228,0.7332,0.5708,0.3358,0.5157,0.6034,2.7801,2.539,2.795,2.2575,2.853,2.7801
Paul Stastny 2016,Paul Stastny,2016,C,29.761,72,193,79.0,68.0,71.0,74,64,15.834,14.5446,15.4056,14.3755,15.3979,0.6236,0.3094,0.8777,0.846,0.8524,0.089175,0.3358,0.4125,0.384,0.3948,0.7915,1.6308,0.9282,0.8228,0.7332,0.548,0.3358,0.5157,0.6034,0.3384,3.1502,2.795,2.2575,2.853,2.7801,3.1502
Paul Stastny 2017,Paul Stastny,2017,C,30.763,72,193,68.0,71.0,74.0,64,66,14.5446,15.4056,14.3755,15.3979,14.9227,0.3094,0.8777,0.846,0.8524,0.4874,-0.229725,0.4125,0.384,0.3948,0.7915,0.3655,0.9282,0.8228,0.7332,0.548,0.4264,0.5157,0.6034,0.3384,0.1218,2.449,2.2575,2.853,2.7801,3.1502,2.449
Paul Stastny 2018,Paul Stastny,2018,C,31.763,72,193,71.0,74.0,64.0,66,82,15.4056,14.3755,15.3979,14.9227,14.676,0.8777,0.846,0.8524,0.4874,0.7977,0.06304999999999994,0.384,0.3948,0.7915,0.3655,0.698,0.8228,0.7332,0.548,0.4264,0.5484,0.6034,0.3384,0.1218,0.1218,2.8833,2.853,2.7801,3.1502,2.449,2.8833
Paul Stastny 2019,Paul Stastny,2019,C,32.762,72,193,74.0,64.0,66.0,82,50,14.3755,15.3979,14.9227,14.676,14.9753,0.846,0.8524,0.4874,0.7977,1.2821,0.6734,0.3948,0.7915,0.3655,0.698,0.7212,0.7332,0.548,0.4264,0.5484,1.3622,0.3384,0.1218,0.1218,0.2991,3.6869,2.7801,3.1502,2.449,2.8833,3.6869
Paul Stastny 2020,Paul Stastny,2020,C,33.761,72,193,64.0,66.0,82.0,50,83,15.3979,14.9227,14.676,14.9753,13.6324,0.8524,0.4874,0.7977,1.2821,0.4959,-0.20625000000000004,0.7915,0.3655,0.698,0.7212,0.4339,0.548,0.4264,0.5484,1.3622,0.9298,0.1218,0.1218,0.2991,0.4007,3.053,3.1502,2.449,2.8833,3.6869,3.053
Paul Stastny 2021,Paul Stastny,2021,C,34.763,72,193,66.0,82.0,50.0,83,82,14.9227,14.676,14.9753,13.6324,14.3682,0.4874,0.7977,1.2821,0.4959,0.4474,-0.31894999999999996,0.3655,0.698,0.7212,0.4339,0.2983,0.4264,0.5484,1.3622,0.9298,0.9694,0.1218,0.2991,0.4007,0.186,2.7084,2.449,2.8833,3.6869,3.053,2.7084
Paul Stastny 2022,Paul Stastny,2022,C,35.763,72,193,82.0,50.0,83.0,82,71,14.676,14.9753,13.6324,14.3682,14.6594,0.7977,1.2821,0.4959,0.4474,0.6918,-0.08162500000000006,0.698,0.7212,0.4339,0.2983,0.4612,0.5484,1.3622,0.9298,0.9694,0.6918,0.2991,0.4007,0.186,0.3728,3.3626,2.8833,3.6869,3.053,2.7084,3.3626
Paul Stastny 2023,Paul Stastny,2023,C,36.762,72,193,50.0,83.0,82.0,71,73,14.9753,13.6324,14.3682,14.6594,10.2404,1.2821,0.4959,0.4474,0.6918,0.4013,-0.45510000000000006,0.7212,0.4339,0.2983,0.4612,0.4816,1.3622,0.9298,0.9694,0.6918,1.6855,0.4007,0.186,0.3728,0.4612,3.5323,3.6869,3.053,2.7084,3.3626,3.5323
Sidney Crosby 2017,Sidney Crosby,2017,C,29.153,71,200,61.0,80.0,77.0,80,75,16.0194,17.1671,15.9857,16.36,16.1344,1.9768,1.0485,1.0236,0.9627,1.0908,-0.011700000000000044,0.8323,0.7427,0.6824,0.6418,0.595,1.4566,0.8738,0.9262,0.9169,1.2892,0.4162,0.5243,0.3412,0.6418,3.4654,3.5727,2.8603,3.0534,3.0527,3.4654
Sidney Crosby 2018,Sidney Crosby,2018,C,30.153,71,200,80.0,77.0,80.0,75,82,17.1671,15.9857,16.36,16.1344,16.7821,1.0485,1.0236,0.9627,1.0908,0.7848,-0.37744999999999995,0.7427,0.6824,0.6418,0.595,0.5668,0.8738,0.9262,0.9169,1.2892,0.9156,0.5243,0.3412,0.6418,0.3471,3.4745,2.8603,3.0534,3.0527,3.4654,3.4745
Sidney Crosby 2019,Sidney Crosby,2019,C,31.152,71,200,77.0,80.0,75.0,82,79,15.9857,16.36,16.1344,16.7821,17.1975,1.0236,0.9627,1.0908,0.7848,1.5457,0.4385000000000001,0.6824,0.6418,0.595,0.5668,0.4858,0.9262,0.9169,1.2892,0.9156,1.0158,0.3412,0.6418,0.3471,0.5232,3.2791,3.0534,3.0527,3.4654,3.4745,3.2791
Anze Kopitar 2012,Anze Kopitar,2012,C,24.105,75,225,82.0,82.0,82.0,75,82,15.4803,15.0681,16.2722,15.8782,15.665,0.5672,0.7284,0.4047,1.2092,0.8408,-0.042874999999999996,0.4254,0.3885,0.6295,0.6046,0.6072,0.3781,0.777,0.8544,0.7054,0.5605,0.709,0.5827,0.4946,0.3527,2.8292,2.386,2.6101,2.6818,2.5554,2.8292
Anze Kopitar 2013,Anze Kopitar,2013,C,25.107,75,225,82.0,82.0,75.0,82,80,15.0681,16.2722,15.8782,15.665,16.1801,0.7284,0.4047,1.2092,0.8408,0.8679,0.02177499999999999,0.3885,0.6295,0.6046,0.6072,0.3945,0.777,0.8544,0.7054,0.5605,0.3156,0.5827,0.4946,0.3527,0.5138,2.9437,2.6101,2.6818,2.5554,2.8292,2.9437
Anze Kopitar 2014,Anze Kopitar,2014,C,26.106,75,225,82.0,75.0,82.0,80,82,16.2722,15.8782,15.665,16.1801,15.4628,0.4047,1.2092,0.8408,0.8679,0.8518,0.03907499999999997,0.6295,0.6046,0.6072,0.3945,0.4732,0.8544,0.7054,0.5605,0.3156,0.8044,0.4946,0.3527,0.5138,0.1578,3.0862,2.6818,2.5554,2.8292,2.9437,3.0862
Anze Kopitar 2015,Anze Kopitar,2015,C,27.105,75,225,75.0,82.0,80.0,82,79,15.8782,15.665,16.1801,15.4628,14.8451,1.2092,0.8408,0.8679,0.8518,1.0232,0.19930000000000003,0.6046,0.6072,0.3945,0.4732,0.5116,0.7054,0.5605,0.3156,0.8044,0.5116,0.3527,0.5138,0.1578,0.2839,2.5494,2.5554,2.8292,2.9437,3.0862,2.5494
Anze Kopitar 2016,Anze Kopitar,2016,C,28.105,75,225,82.0,80.0,82.0,79,81,15.665,16.1801,15.4628,14.8451,16.1533,0.8408,0.8679,0.8518,1.0232,0.9171,0.20482500000000003,0.6072,0.3945,0.4732,0.5116,0.642,0.5605,0.3156,0.8044,0.5116,0.4586,0.5138,0.1578,0.2839,0.2558,2.7363,2.8292,2.9437,3.0862,2.5494,2.7363
Anze Kopitar 2017,Anze Kopitar,2017,C,29.107,75,225,80.0,82.0,79.0,81,76,16.1801,15.4628,14.8451,16.1533,15.8467,0.8679,0.8518,1.0232,0.9171,0.6975,-0.05745,0.3945,0.4732,0.5116,0.642,0.548,0.3156,0.8044,0.5116,0.4586,0.9466,0.1578,0.2839,0.2558,0.4586,2.6937,2.9437,3.0862,2.5494,2.7363,2.6937
Anze Kopitar 2018,Anze Kopitar,2018,C,30.106,75,225,82.0,79.0,81.0,76,82,15.4628,14.8451,16.1533,15.8467,17.0183,0.8518,1.0232,0.9171,0.6975,0.9459,0.301025,0.4732,0.5116,0.642,0.548,0.5589,0.8044,0.5116,0.4586,0.9466,0.6019,0.2839,0.2558,0.4586,0.2989,2.6051,3.0862,2.5494,2.7363,2.6937,2.6051
Anze Kopitar 2019,Anze Kopitar,2019,C,31.106,75,225,79.0,81.0,76.0,82,81,14.8451,16.1533,15.8467,17.0183,17.486,1.0232,0.9171,0.6975,0.9459,0.5931,-0.12797500000000006,0.5116,0.642,0.548,0.5589,0.2542,0.5116,0.4586,0.9466,0.6019,0.8049,0.2558,0.4586,0.2989,0.4729,2.3507,2.5494,2.7363,2.6937,2.6051,2.3507
Anze Kopitar 2020,Anze Kopitar,2020,C,32.105,75,225,81.0,76.0,82.0,81,82,16.1533,15.8467,17.0183,17.486,16.2712,0.9171,0.6975,0.9459,0.5931,0.8955,0.08830000000000005,0.642,0.548,0.5589,0.2542,0.5268,0.4586,0.9466,0.6019,0.8049,0.4741,0.4586,0.2989,0.4729,0.2542,2.5528,2.7363,2.6937,2.6051,2.3507,2.5528
Anze Kopitar 2021,Anze Kopitar,2021,C,33.107,75,225,76.0,82.0,81.0,82,82,15.8467,17.0183,17.486,16.2712,15.8878,0.6975,0.9459,0.5931,0.8955,0.9441,0.18352500000000005,0.548,0.5589,0.2542,0.5268,0.2023,0.9466,0.6019,0.8049,0.4741,0.9441,0.2989,0.4729,0.2542,0.3687,2.6361,2.6937,2.6051,2.3507,2.5528,2.6361
Anze Kopitar 2022,Anze Kopitar,2022,C,34.106,75,225,82.0,81.0,82.0,82,81,17.0183,17.486,16.2712,15.8878,15.6922,0.9459,0.5931,0.8955,0.9441,0.9913,0.1493,0.5589,0.2542,0.5268,0.2023,0.472,0.6019,0.8049,0.4741,0.9441,0.5192,0.4729,0.2542,0.3687,0.2023,3.1561,2.6051,2.3507,2.5528,2.6361,3.1561
Anze Kopitar 2023,Anze Kopitar,2023,C,35.106,75,225,81.0,82.0,82.0,81,82,17.486,16.2712,15.8878,15.6922,15.3791,0.5931,0.8955,0.9441,0.9913,0.8564,0.16195000000000004,0.2542,0.5268,0.2023,0.472,0.6661,0.8049,0.4741,0.9441,0.5192,0.8564,0.2542,0.3687,0.2023,0.7081,2.8928,2.3507,2.5528,2.6361,3.1561,2.8928
T.J. Oshie 2016,T.J. Oshie,2016,R,28.773,72,187,80.0,51.0,79.0,72,80,15.2396,14.9722,14.4726,15.1609,14.5046,0.7382,0.4007,0.9446,0.9894,0.4654,-0.24315000000000003,0.2953,0.1336,0.5248,0.4397,0.5171,0.5906,0.6679,0.4198,0.8245,0.4654,0.4429,0.6679,0.3149,0.2748,2.4551,2.5153,2.0291,2.2859,2.8511,2.4551
T.J. Oshie 2017,T.J. Oshie,2017,R,29.775,72,187,51.0,79.0,72.0,80,68,14.9722,14.4726,15.1609,14.5046,13.9311,0.4007,0.9446,0.9894,0.4654,0.6334,-0.08450000000000002,0.1336,0.5248,0.4397,0.5171,0.3167,0.6679,0.4198,0.8245,0.4654,0.57,0.6679,0.3149,0.2748,0.3102,2.8242,2.0291,2.2859,2.8511,2.4551,2.8242
T.J. Oshie 2018,T.J. Oshie,2018,R,30.774,72,187,79.0,72.0,80.0,68,74,14.4726,15.1609,14.5046,13.9311,14.2581,0.9446,0.9894,0.4654,0.6334,0.7393,-0.24087500000000006,0.5248,0.4397,0.5171,0.3167,0.3981,0.4198,0.8245,0.4654,0.57,0.6255,0.3149,0.2748,0.3102,0.2533,2.6642,2.2859,2.8511,2.4551,2.8242,2.6642
T.J. Oshie 2019,T.J. Oshie,2019,R,31.774,72,187,72.0,80.0,68.0,74,69,15.1609,14.5046,13.9311,14.2581,14.6572,0.9894,0.4654,0.6334,0.7393,0.5933,-0.3442749999999999,0.4397,0.5171,0.3167,0.3981,0.6526,0.8245,0.4654,0.57,0.6255,0.7712,0.2748,0.3102,0.2533,0.5118,2.4971,2.8511,2.4551,2.8242,2.6642,2.4971
T.J. Oshie 2020,T.J. Oshie,2020,R,32.773,72,187,80.0,68.0,74.0,69,81,14.5046,13.9311,14.2581,14.6572,14.4449,0.4654,0.6334,0.7393,0.5933,0.8428,-0.14187499999999997,0.5171,0.3167,0.3981,0.6526,0.4214,0.4654,0.57,0.6255,0.7712,0.8428,0.3102,0.2533,0.5118,0.0593,3.2592,2.4551,2.8242,2.6642,2.4971,3.2592
T.J. Oshie 2021,T.J. Oshie,2021,R,33.775,72,187,68.0,74.0,69.0,81,77,13.9311,14.2581,14.6572,14.4449,14.4629,0.6334,0.7393,0.5933,0.8428,0.7827,-0.24887499999999996,0.3167,0.3981,0.6526,0.4214,0.5479,0.57,0.6255,0.7712,0.8428,0.5479,0.2533,0.5118,0.0593,0.2408,2.4414,2.8242,2.6642,2.4971,3.2592,2.4414
Andrew Cogliano 2012,Andrew Cogliano,2012,C,24.299,70,179,82.0,82.0,82.0,82,82,10.7915,11.8425,12.5012,13.5874,12.5411,0.678,0.4325,0.5268,0.7001,0.4668,-0.27005,0.678,0.4943,0.4097,0.2154,0.2334,0.4068,0.5561,0.6438,0.6462,0.2334,0.2712,0.1236,0.5268,0.1616,2.0514,2.146,2.33,2.1504,2.4196,2.0514
Andrew Cogliano 2013,Andrew Cogliano,2013,C,25.301,70,179,82.0,82.0,82.0,82,82,11.8425,12.5012,13.5874,12.5411,13.5528,0.4325,0.5268,0.7001,0.4668,0.5534,-0.08962499999999995,0.4943,0.4097,0.2154,0.2334,0.3689,0.5561,0.6438,0.6462,0.2334,0.4612,0.1236,0.5268,0.1616,0.7001,2.327,2.33,2.1504,2.4196,2.0514,2.327
