,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 PP A1/60,Y2 PP A1/60,Y3 PP A1/60,Y4 PP A1/60,Y5 PP A1/60,Y5 dPP A1/60,Y1 PP A2/60,Y2 PP A2/60,Y3 PP A2/60,Y4 PP A2/60,Y5 PP A2/60,Y5 dPP A2/60,Y1 PP Rebounds Created/60,Y2 PP Rebounds Created/60,Y3 PP Rebounds Created/60,Y4 PP Rebounds Created/60,Y5 PP Rebounds Created/60,Y1 PP oixGF/60,Y2 PP oixGF/60,Y3 PP oixGF/60,Y4 PP oixGF/60,Y5 PP oixGF/60
Brandon Saad 2017,Brandon Saad,2017,L,23.929,73,215,78.0,78.0,82.0,78,82,1.5326,1.8179,2.1864,2.1132,1.5801,1.0199,0.8945,0.6271,0.531,0.7832,0.2781,0.2236,0.4704,0.4779,0.5384,0.0,1.2694,1.3387,0.364,0.9262,0.18317499999999998,2.5532,1.2694,1.3387,0.364,0.0,-1.381325,0.8511,1.2694,0.3347,0.728,0.9262,4.1702,5.708,4.9363,6.3519,4.3576
Brandon Saad 2018,Brandon Saad,2018,L,24.929,73,215,78.0,82.0,78.0,82,82,1.8179,2.1864,2.1132,1.5801,2.1295,0.8945,0.6271,0.531,0.7832,0.6427,0.2236,0.4704,0.4779,0.5384,0.2678,1.2694,1.3387,0.364,0.9262,0.0,-0.974575,1.2694,1.3387,0.364,0.0,0.0,-0.743025,1.2694,0.3347,0.728,0.9262,1.0308,5.708,4.9363,6.3519,4.3576,5.7761
Brandon Saad 2019,Brandon Saad,2019,L,25.928,73,215,82.0,78.0,82.0,82,80,2.1864,2.1132,1.5801,2.1295,1.4748,0.6271,0.531,0.7832,0.6427,0.8793,0.4704,0.4779,0.5384,0.2678,0.3103,1.3387,0.364,0.9262,0.0,0.0,-0.657225,1.3387,0.364,0.0,0.0,0.5085,0.08282499999999993,0.3347,0.728,0.9262,1.0308,2.0342,4.9363,6.3519,4.3576,5.7761,5.3652
Brandon Saad 2020,Brandon Saad,2020,L,26.927,73,215,78.0,82.0,82.0,80,68,2.1132,1.5801,2.1295,1.4748,1.2264,0.531,0.7832,0.6427,0.8793,0.6038,0.4779,0.5384,0.2678,0.3103,0.3019,0.364,0.9262,0.0,0.0,0.0,-0.32255,0.364,0.0,0.0,0.5085,0.0,-0.21812499999999999,0.728,0.9262,1.0308,2.0342,1.687,6.3519,4.3576,5.7761,5.3652,4.6054
Brandon Saad 2021,Brandon Saad,2021,L,27.93,73,215,82.0,82.0,80.0,68,64,1.5801,2.1295,1.4748,1.2264,1.6716,0.7832,0.6427,0.8793,0.6038,0.1113,0.5384,0.2678,0.3103,0.3019,0.7789,0.9262,0.0,0.0,0.0,0.8158,0.5842499999999999,0.0,0.0,0.5085,0.0,0.0,-0.127125,0.9262,1.0308,2.0342,1.687,0.8158,4.3576,5.7761,5.3652,4.6054,3.9565
Brandon Saad 2022,Brandon Saad,2022,L,28.929,73,215,82.0,80.0,68.0,64,78,2.1295,1.4748,1.2264,1.6716,1.6553,0.6427,0.8793,0.6038,0.1113,0.6225,0.2678,0.3103,0.3019,0.7789,0.3961,0.0,0.0,0.0,0.8158,1.8588,1.65485,0.0,0.5085,0.0,0.0,0.4647,0.337575,1.0308,2.0342,1.687,0.8158,3.7176,5.7761,5.3652,4.6054,3.9565,8.3738
Brandon Saad 2023,Brandon Saad,2023,L,29.928,73,215,80.0,68.0,64.0,78,71,1.4748,1.2264,1.6716,1.6553,1.8819,0.8793,0.6038,0.1113,0.6225,0.7447,0.3103,0.3019,0.7789,0.3961,0.1862,0.0,0.0,0.8158,1.8588,0.449,-0.21964999999999996,0.5085,0.0,0.0,0.4647,0.449,0.20570000000000002,2.0342,1.687,0.8158,3.7176,0.0,5.3652,4.6054,3.9565,8.3738,5.429
Brett Ritchie 2018,Brett Ritchie,2018,R,24.253,76,215,,31.0,8.0,78,71,,2.2952,1.2958,1.5829,1.4528,,0.1656,0.0,0.2043,0.1803,,0.1656,0.7277,0.2724,0.3605,,0.0,0.0,0.486,0.0,-0.162,,0.8433,0.0,0.0,0.5817,0.3006,,2.5299,0.0,0.486,1.745,,8.0956,15.5113,5.399,7.4629
Matt Nieto 2015,Matt Nieto,2015,L,21.903,71,187,,,,66,72,,,,0.8323,0.9736,,,,0.5021,0.502,,,,0.2869,0.3137,,,,1.0922,0.8559,-0.23630000000000007,,,,2.1845,1.7118,-0.4726999999999999,,,,0.0,1.7118,,,,5.6687,4.5107
William Karlsson 2019,William Karlsson,2019,C,25.728,72,190,21.0,81.0,81.0,82,82,1.8246,0.2765,0.2123,2.415,2.4217,0.2751,0.3683,0.7059,0.5001,0.6878,0.0,0.3069,0.3851,0.8002,0.4422,1.5659,0.0,0.0,0.9089,1.2086,0.5898999999999999,0.0,0.0,0.0,1.5149,0.9064,0.527675,0.0,0.0,0.0,2.1209,0.6043,5.1831,5.8125,4.2907,9.3469,8.2091
William Karlsson 2020,William Karlsson,2020,C,26.728,72,190,81.0,81.0,82.0,82,74,0.2765,0.2123,2.415,2.4217,1.9632,0.3683,0.7059,0.5001,0.6878,0.894,0.3069,0.3851,0.8002,0.4422,0.5109,0.0,0.0,0.9089,1.2086,0.9702,0.440825,0.0,0.0,1.5149,0.9064,1.9404,1.3350749999999998,0.0,0.0,2.1209,0.6043,0.0,5.8125,4.2907,9.3469,8.2091,8.0334
William Karlsson 2021,William Karlsson,2021,C,27.73,72,190,81.0,82.0,82.0,74,82,0.2123,2.415,2.4217,1.9632,2.7241,0.7059,0.5001,0.6878,0.894,0.679,0.3851,0.8002,0.4422,0.5109,0.6036,0.0,0.9089,1.2086,0.9702,1.5733,0.801375,0.0,1.5149,0.9064,1.9404,1.1799,0.08947499999999997,0.0,2.1209,0.6043,0.0,3.1465,4.2907,9.3469,8.2091,8.0334,8.944
