,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 PP G/60,Y2 PP G/60,Y3 PP G/60,Y4 PP G/60,Y5 PP G/60,Y5 dPP G/60,Y1 PP ixG/60,Y2 PP ixG/60,Y3 PP ixG/60,Y4 PP ixG/60,Y5 PP ixG/60,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
Matt Moulson 2013,Matt Moulson,2013,L,28.918,73,188,7.0,82.0,82.0,82,80,1.3571,3.0264,3.3768,3.139,3.3082,0.0,1.9342,1.9502,3.2634,3.0871,1.30015,0.2298,1.7223,1.9251,1.6894,1.9993,0.7557,1.1868,1.0802,0.9981,0.5657,0.3299,0.5754,0.6392,0.6098,0.6704
Matt Moulson 2014,Matt Moulson,2014,L,29.917,73,188,82.0,82.0,82.0,80,75,3.0264,3.3768,3.139,3.3082,3.1042,1.9342,1.9502,3.2634,3.0871,2.3194,-0.239325,1.7223,1.9251,1.6894,1.9993,1.5772,1.1868,1.0802,0.9981,0.5657,0.7554,0.5754,0.6392,0.6098,0.6704,0.6074
Matt Moulson 2015,Matt Moulson,2015,L,30.917,73,188,82.0,82.0,80.0,75,77,3.3768,3.139,3.3082,3.1042,2.7457,1.9502,3.2634,3.0871,2.3194,0.8514,-1.8036249999999998,1.9251,1.6894,1.9993,1.5772,1.3258,1.0802,0.9981,0.5657,0.7554,0.528,0.6392,0.6098,0.6704,0.6074,0.4586
Matt Moulson 2016,Matt Moulson,2016,L,31.916,73,188,82.0,80.0,75.0,77,81,3.139,3.3082,3.1042,2.7457,1.9671,3.2634,3.0871,2.3194,0.8514,0.7531,-1.6272250000000001,1.6894,1.9993,1.5772,1.3258,1.1262,0.9981,0.5657,0.7554,0.528,0.4475,0.6098,0.6704,0.6074,0.4586,0.4565
Matt Moulson 2017,Matt Moulson,2017,L,32.918,73,188,80.0,75.0,77.0,81,81,3.3082,3.1042,2.7457,1.9671,2.1113,3.0871,2.3194,0.8514,0.7531,3.8593,2.1065500000000004,1.9993,1.5772,1.3258,1.1262,1.7998,0.5657,0.7554,0.528,0.4475,0.2345,0.6704,0.6074,0.4586,0.4565,0.4994
David Booth 2011,David Booth,2011,L,25.851,72,212,,73.0,72.0,28,82,,1.7217,2.7606,3.703,2.8689,,0.4774,3.3205,0.0,2.0404,0.7744333333333333,,1.9957,2.3164,1.3263,1.8167,,1.2648,1.1376,1.2313,0.6449,,0.831,0.8727,0.9595,0.8349
David Booth 2012,David Booth,2012,L,26.851,72,212,73.0,72.0,28.0,82,62,1.7217,2.7606,3.703,2.8689,1.7707,0.4774,3.3205,0.0,2.0404,1.6396,0.18002499999999988,1.9957,2.3164,1.3263,1.8167,1.7937,1.2648,1.1376,1.2313,0.6449,0.9598,0.831,0.8727,0.9595,0.8349,0.7195
Kris Versteeg 2012,Kris Versteeg,2012,R,25.386,71,176,13.0,78.0,79.0,80,71,2.4474,2.4427,1.9675,2.8871,3.3512,0.0,1.8894,1.5441,1.5587,2.0174,0.7693499999999998,1.198,0.8073,1.239,1.439,1.2254,0.6909,0.734,0.7735,0.7432,0.7444,0.4852,0.694,0.9311,0.6668,0.701
Kris Versteeg 2017,Kris Versteeg,2017,R,30.388,71,176,17.0,81.0,61.0,77,69,2.505,1.9796,1.7675,1.7658,2.5514,0.0,0.3742,1.113,0.8826,2.7265,2.1340500000000002,1.6017,1.3762,1.8297,1.5591,1.6371,0.8598,0.6555,0.845,0.7454,0.5006,0.5366,0.6555,0.7095,0.8557,0.4606
Kris Versteeg 2018,Kris Versteeg,2018,R,31.388,71,176,81.0,61.0,77.0,69,24,1.9796,1.7675,1.7658,2.5514,3.1042,0.3742,1.113,0.8826,2.7265,0.8054,-0.46867500000000006,1.3762,1.8297,1.5591,1.6371,1.2746,0.6555,0.845,0.7454,0.5006,0.4961,0.6555,0.7095,0.8557,0.4606,0.5197
Benoit Pouliot 2012,Benoit Pouliot,2012,L,25.005,75,200,11.0,37.0,53.0,79,74,1.0894,2.0432,1.9167,0.8017,1.0766,0.0,1.5873,2.3626,0.9474,0.7531,-0.4712249999999999,1.6923,1.6766,2.0891,2.2758,1.3547,1.4109,0.5045,1.1087,0.8508,1.0936,0.5876,0.3207,0.8926,0.7848,0.8537
Benoit Pouliot 2013,Benoit Pouliot,2013,L,26.008,75,200,37.0,53.0,79.0,74,58,2.0432,1.9167,0.8017,1.0766,1.7799,1.5873,2.3626,0.9474,0.7531,0.0,-1.4126,1.6766,2.0891,2.2758,1.3547,1.6755,0.5045,1.1087,0.8508,1.0936,1.2351,0.3207,0.8926,0.7848,0.8537,0.9523
Benoit Pouliot 2014,Benoit Pouliot,2014,L,27.007,75,200,53.0,79.0,74.0,58,80,1.9167,0.8017,1.0766,1.7799,1.9544,2.3626,0.9474,0.7531,0.0,2.6863,1.670525,2.0891,2.2758,1.3547,1.6755,2.029,1.1087,0.8508,1.0936,1.2351,0.5227,0.8926,0.7848,0.8537,0.9523,0.9598
Benoit Pouliot 2015,Benoit Pouliot,2015,L,28.006,75,200,79.0,74.0,58.0,80,58,0.8017,1.0766,1.7799,1.9544,2.0394,0.9474,0.7531,0.0,2.6863,2.029,0.9322999999999999,2.2758,1.3547,1.6755,2.029,2.0513,0.8508,1.0936,1.2351,0.5227,1.0773,0.7848,0.8537,0.9523,0.9598,0.772
Benoit Pouliot 2016,Benoit Pouliot,2016,L,29.006,75,200,74.0,58.0,80.0,58,55,1.0766,1.7799,1.9544,2.0394,2.3642,0.7531,0.0,2.6863,2.029,2.3071,0.9400000000000002,1.3547,1.6755,2.029,2.0513,2.8129,1.0936,1.2351,0.5227,1.0773,0.6592,0.8537,0.9523,0.9598,0.772,0.6953
Benoit Pouliot 2017,Benoit Pouliot,2017,L,30.008,75,200,58.0,80.0,58.0,55,67,1.7799,1.9544,2.0394,2.3642,0.8597,0.0,2.6863,2.029,2.3071,0.0,-1.7556,1.6755,2.029,2.0513,2.8129,1.2322,1.2351,0.5227,1.0773,0.6592,0.6051,0.9523,0.9598,0.772,0.6953,0.5888
David Desharnais 2014,David Desharnais,2014,C,27.048,67,180,6.0,43.0,81.0,82,79,1.6361,1.8678,3.2973,2.8681,2.689,0.0,2.9882,0.6739,0.8717,0.8473,-0.28615,0.6494,1.4639,1.3154,1.2605,0.8235,0.0,0.5531,0.6577,0.743,0.6874,0.5548,0.5386,0.482,0.7028,0.6117
David Desharnais 2015,David Desharnais,2015,C,28.047,67,180,43.0,81.0,82.0,79,82,1.8678,3.2973,2.8681,2.689,2.385,2.9882,0.6739,0.8717,0.8473,0.6136,-0.731675,1.4639,1.3154,1.2605,0.8235,0.5758,0.5531,0.6577,0.743,0.6874,0.5919,0.5386,0.482,0.7028,0.6117,0.5805
David Desharnais 2016,David Desharnais,2016,C,29.047,67,180,81.0,82.0,79.0,82,65,3.2973,2.8681,2.689,2.385,2.3103,0.6739,0.8717,0.8473,0.6136,1.1987,0.4470750000000001,1.3154,1.2605,0.8235,0.5758,0.9952,0.6577,0.743,0.6874,0.5919,0.5401,0.482,0.7028,0.6117,0.5805,0.6288
Nikolay Kulemin 2012,Nikolay Kulemin,2012,L,25.216,73,228,,73.0,78.0,82,70,,1.6831,1.6412,2.673,0.8762,,0.9767,0.0,1.3687,0.9783,0.1964999999999999,,1.6648,1.4685,1.1787,1.3302,,0.8831,0.8559,1.279,0.3264,,0.7624,0.7056,0.7667,0.678
Patrick Maroon 2017,Patrick Maroon,2017,L,28.442,75,234,22.0,62.0,71.0,72,81,0.5603,1.725,2.1723,1.5252,1.9189,0.0,0.561,0.389,2.7318,1.1581,0.23764999999999992,0.0,1.2809,1.6428,2.0147,1.872,1.0144,0.9179,0.5585,0.5398,1.2008,1.0453,0.8374,0.893,0.6265,1.0331
Patrick Maroon 2018,Patrick Maroon,2018,L,29.441,75,234,62.0,71.0,72.0,81,74,1.725,2.1723,1.5252,1.9189,2.0315,0.561,0.389,2.7318,1.1581,0.3991,-0.810875,1.2809,1.6428,2.0147,1.872,1.9354,0.9179,0.5585,0.5398,1.2008,0.8955,0.8374,0.893,0.6265,1.0331,0.7747
Nail Yakupov 2016,Nail Yakupov,2016,R,21.986,71,195,,82.0,63.0,81,60,,2.4913,2.1804,1.8953,1.7819,,3.0105,1.7471,1.9542,0.5612,-1.6760666666666668,,1.5177,1.3323,1.4662,0.9009,,1.14,0.5504,0.4924,0.5638,,0.4483,0.6045,0.5857,0.6268
Shane Doan 2011,Shane Doan,2011,R,33.975,73,223,,80.0,82.0,82,72,,3.91,3.9039,3.3262,3.7657,,1.7263,1.8743,1.0999,2.4342,0.8673666666666668,,1.7006,1.3273,1.4004,1.4561,,0.8471,1.0236,0.6348,0.5007,,0.6571,0.6373,0.708,0.7031
Shane Doan 2012,Shane Doan,2012,R,34.974,73,223,80.0,82.0,82.0,72,79,3.91,3.9039,3.3262,3.7657,3.2449,1.7263,1.8743,1.0999,2.4342,1.1703,-0.6133750000000002,1.7006,1.3273,1.4004,1.4561,1.6771,0.8471,1.0236,0.6348,0.5007,0.8349,0.6571,0.6373,0.708,0.7031,0.7654
Shane Doan 2013,Shane Doan,2013,R,35.976,73,223,82.0,82.0,72.0,79,82,3.9039,3.3262,3.7657,3.2449,2.7427,1.8743,1.0999,2.4342,1.1703,0.0,-1.644675,1.3273,1.4004,1.4561,1.6771,1.313,1.0236,0.6348,0.5007,0.8349,1.0751,0.6373,0.708,0.7031,0.7654,0.6663
Shane Doan 2014,Shane Doan,2014,R,36.976,73,223,82.0,72.0,79.0,82,69,3.3262,3.7657,3.2449,2.7427,2.8698,1.0999,2.4342,1.1703,0.0,3.03,1.8538999999999999,1.4004,1.4561,1.6771,1.313,2.0922,0.6348,0.5007,0.8349,1.0751,0.7075,0.708,0.7031,0.7654,0.6663,0.5958
Shane Doan 2015,Shane Doan,2015,R,37.975,73,223,72.0,79.0,82.0,69,79,3.7657,3.2449,2.7427,2.8698,2.634,2.4342,1.1703,0.0,3.03,1.4417,-0.21692500000000003,1.4561,1.6771,1.313,2.0922,1.9803,0.5007,0.8349,1.0751,0.7075,0.4394,0.7031,0.7654,0.6663,0.5958,0.5286
Shane Doan 2016,Shane Doan,2016,R,38.974,73,223,79.0,82.0,69.0,79,72,3.2449,2.7427,2.8698,2.634,3.0502,1.1703,0.0,3.03,1.4417,3.2784,1.8679000000000001,1.6771,1.313,2.0922,1.9803,2.3333,0.8349,1.0751,0.7075,0.4394,0.9647,0.7654,0.6663,0.5958,0.5286,0.613
Shane Doan 2017,Shane Doan,2017,R,39.976,73,223,82.0,69.0,79.0,72,74,2.7427,2.8698,2.634,3.0502,1.559,0.0,3.03,1.4417,3.2784,1.5602,-0.3773249999999999,1.313,2.0922,1.9803,2.3333,1.566,1.0751,0.7075,0.4394,0.9647,0.1806,0.6663,0.5958,0.5286,0.613,0.4984
Jarome Iginla 2011,Jarome Iginla,2011,R,33.252,73,210,,82.0,82.0,82,82,,4.3404,4.8959,3.5248,4.0222,,2.5287,1.4945,2.0759,2.5469,0.5138666666666665,,3.0815,1.9567,2.1233,2.4466,,1.5361,1.1073,0.9446,1.2177,,1.2703,1.1984,0.9181,1.1135
Jarome Iginla 2012,Jarome Iginla,2012,R,34.251,73,210,82.0,82.0,82.0,82,82,4.3404,4.8959,3.5248,4.0222,3.3136,2.5287,1.4945,2.0759,2.5469,1.7665,-0.39500000000000024,3.0815,1.9567,2.1233,2.4466,2.0226,1.5361,1.1073,0.9446,1.2177,1.0172,1.2703,1.1984,0.9181,1.1135,1.0891
Jarome Iginla 2013,Jarome Iginla,2013,R,35.254,73,210,82.0,82.0,82.0,82,75,4.8959,3.5248,4.0222,3.3136,3.4322,1.4945,2.0759,2.5469,1.7665,2.3838,0.41284999999999994,1.9567,2.1233,2.4466,2.0226,2.4907,1.1073,0.9446,1.2177,1.0172,0.7185,1.1984,0.9181,1.1135,1.0891,1.0206
Jarome Iginla 2014,Jarome Iginla,2014,R,36.253,73,210,82.0,82.0,82.0,75,78,3.5248,4.0222,3.3136,3.4322,2.494,2.0759,2.5469,1.7665,2.3838,1.2337,-0.9595749999999998,2.1233,2.4466,2.0226,2.4907,2.251,0.9446,1.2177,1.0172,0.7185,1.3051,0.9181,1.1135,1.0891,1.0206,1.064
Jarome Iginla 2015,Jarome Iginla,2015,R,37.252,73,210,82.0,82.0,75.0,78,82,4.0222,3.3136,3.4322,2.494,2.7825,2.5469,1.7665,2.3838,1.2337,2.1037,0.12097500000000005,2.4466,2.0226,2.4907,2.251,2.006,1.2177,1.0172,0.7185,1.3051,1.0089,1.1135,1.0891,1.0206,1.064,0.7114
Jarome Iginla 2016,Jarome Iginla,2016,R,38.252,73,210,82.0,75.0,78.0,82,82,3.3136,3.4322,2.494,2.7825,2.9297,1.7665,2.3838,1.2337,2.1037,3.2468,1.3748749999999998,2.0226,2.4907,2.251,2.006,2.0536,1.0172,0.7185,1.3051,1.0089,0.5111,1.0891,1.0206,1.064,0.7114,0.7976
Jarome Iginla 2017,Jarome Iginla,2017,R,39.254,73,210,75.0,78.0,82.0,82,80,3.4322,2.494,2.7825,2.9297,2.2894,2.3838,1.2337,2.1037,3.2468,2.2932,0.051200000000000134,2.4907,2.251,2.006,2.0536,2.6504,0.7185,1.3051,1.0089,0.5111,0.4094,1.0206,1.064,0.7114,0.7976,0.714
Marian Hossa 2011,Marian Hossa,2011,R,31.719,73,207,,72.0,74.0,57,65,,4.4981,3.0608,2.7076,2.6933,,1.4821,2.649,0.7775,2.7418,1.1056,,1.491,2.1214,1.1854,2.0696,,1.1036,1.7859,1.2274,0.846,,0.9309,1.01,0.9285,0.8728
Marian Hossa 2012,Marian Hossa,2012,R,32.718,73,207,72.0,74.0,57.0,65,81,4.4981,3.0608,2.7076,2.6933,3.1728,1.4821,2.649,0.7775,2.7418,2.1012,0.18859999999999988,1.491,2.1214,1.1854,2.0696,1.5138,1.1036,1.7859,1.2274,0.846,0.8892,0.9309,1.01,0.9285,0.8728,0.7976
Marian Hossa 2013,Marian Hossa,2013,R,33.72,73,207,74.0,57.0,65.0,81,68,3.0608,2.7076,2.6933,3.1728,2.635,2.649,0.7775,2.7418,2.1012,2.277,0.20962499999999995,2.1214,1.1854,2.0696,1.5138,1.0651,1.7859,1.2274,0.846,0.8892,1.2846,1.01,0.9285,0.8728,0.7976,0.9516
Marian Hossa 2014,Marian Hossa,2014,R,34.72,73,207,57.0,65.0,81.0,68,72,2.7076,2.6933,3.1728,2.635,2.2125,0.7775,2.7418,2.1012,2.277,1.5066,-0.46777500000000005,1.1854,2.0696,1.5138,1.0651,1.7152,1.2274,0.846,0.8892,1.2846,1.3019,0.9285,0.8728,0.7976,0.9516,1.0574
Marian Hossa 2015,Marian Hossa,2015,R,35.719,73,207,65.0,81.0,68.0,72,82,2.6933,3.1728,2.635,2.2125,2.4701,2.7418,2.1012,2.277,1.5066,1.7773,-0.37934999999999985,2.0696,1.5138,1.0651,1.7152,1.5278,0.846,0.8892,1.2846,1.3019,0.754,0.8728,0.7976,0.9516,1.0574,0.8722
Marian Hossa 2016,Marian Hossa,2016,R,36.718,73,207,81.0,68.0,72.0,82,64,3.1728,2.635,2.2125,2.4701,1.9578,2.1012,2.277,1.5066,1.7773,0.9577,-0.9578250000000001,1.5138,1.0651,1.7152,1.5278,1.3652,0.8892,1.2846,1.3019,0.754,0.5457,0.7976,0.9516,1.0574,0.8722,0.9839
Marian Hossa 2017,Marian Hossa,2017,R,37.72,73,207,68.0,72.0,82.0,64,73,2.635,2.2125,2.4701,1.9578,1.7589,2.277,1.5066,1.7773,0.9577,2.3364,0.7067499999999998,1.0651,1.7152,1.5278,1.3652,1.966,1.2846,1.3019,0.754,0.5457,1.2135,0.9516,1.0574,0.8722,0.9839,0.8324
Mike Ribeiro 2011,Mike Ribeiro,2011,C,30.64,72,179,,76.0,82.0,66,82,,4.264,4.4915,3.5705,3.8551,,1.296,1.1404,2.0369,1.3286,-0.1625000000000001,,0.9076,1.2795,1.6904,1.8472,,1.1173,0.7098,0.5671,0.5771,,0.8009,0.7768,0.8509,0.7581
Mike Ribeiro 2012,Mike Ribeiro,2012,C,31.639,72,179,76.0,82.0,66.0,82,74,4.264,4.4915,3.5705,3.8551,2.8617,1.296,1.1404,2.0369,1.3286,0.5667,-0.883775,0.9076,1.2795,1.6904,1.8472,0.8645,1.1173,0.7098,0.5671,0.5771,0.7999,0.8009,0.7768,0.8509,0.7581,0.7444
Mike Ribeiro 2013,Mike Ribeiro,2013,C,32.642,72,179,82.0,66.0,82.0,74,82,4.4915,3.5705,3.8551,2.8617,3.4385,1.1404,2.0369,1.3286,0.5667,2.1812,0.9130499999999999,1.2795,1.6904,1.8472,0.8645,0.8934,0.7098,0.5671,0.5771,0.7999,0.6153,0.7768,0.8509,0.7581,0.7444,0.6307
Mike Ribeiro 2014,Mike Ribeiro,2014,C,33.641,72,179,66.0,82.0,74.0,82,80,3.5705,3.8551,2.8617,3.4385,3.2948,2.0369,1.3286,0.5667,2.1812,0.9105,-0.6178500000000001,1.6904,1.8472,0.8645,0.8934,1.0868,0.5671,0.5771,0.7999,0.6153,0.6199,0.8509,0.7581,0.7444,0.6307,0.5078
Mike Ribeiro 2015,Mike Ribeiro,2015,C,34.64,72,179,82.0,74.0,82.0,80,82,3.8551,2.8617,3.4385,3.2948,2.9098,1.3286,0.5667,2.1812,0.9105,0.2515,-0.99525,1.8472,0.8645,0.8934,1.0868,0.6074,0.5771,0.7999,0.6153,0.6199,0.648,0.7581,0.7444,0.6307,0.5078,0.5434
Mike Ribeiro 2016,Mike Ribeiro,2016,C,35.64,72,179,74.0,82.0,80.0,82,81,2.8617,3.4385,3.2948,2.9098,2.758,0.5667,2.1812,0.9105,0.2515,0.5372,-0.44027499999999997,0.8645,0.8934,1.0868,0.6074,0.7019,0.7999,0.6153,0.6199,0.648,0.2528,0.7444,0.6307,0.5078,0.5434,0.4099
Mike Ribeiro 2017,Mike Ribeiro,2017,C,36.642,72,179,82.0,80.0,82.0,81,46,3.4385,3.2948,2.9098,2.758,2.6109,2.1812,0.9105,0.2515,0.5372,0.9992,0.029100000000000015,0.8934,1.0868,0.6074,0.7019,1.0444,0.6153,0.6199,0.648,0.2528,0.1957,0.6307,0.5078,0.5434,0.4099,0.351
Steve Ott 2012,Steve Ott,2012,C,29.118,72,193,73.0,64.0,73.0,82,74,0.2454,2.7797,1.9941,2.2709,2.0198,0.0,1.6863,3.2975,0.9666,1.6057,0.11809999999999987,1.0877,1.6403,1.9069,1.3153,0.599,0.6934,0.9604,0.8155,0.4001,0.3899,0.5765,0.6648,0.5865,0.3919,0.3838
Steve Ott 2013,Steve Ott,2013,C,30.12,72,193,64.0,73.0,82.0,74,82,2.7797,1.9941,2.2709,2.0198,2.6826,1.6863,3.2975,0.9666,1.6057,0.9319,-0.957125,1.6403,1.9069,1.3153,0.599,0.8058,0.9604,0.8155,0.4001,0.3899,0.6305,0.6648,0.5865,0.3919,0.3838,0.3732
Steve Ott 2014,Steve Ott,2014,C,31.119,72,193,73.0,82.0,74.0,82,82,1.9941,2.2709,2.0198,2.6826,1.7886,3.2975,0.9666,1.6057,0.9319,2.4545,0.754075,1.9069,1.3153,0.599,0.8058,1.3754,0.8155,0.4001,0.3899,0.6305,0.154,0.5865,0.3919,0.3838,0.3732,0.3637
PA Parenteau 2014,PA Parenteau,2014,R,30.525,72,200,22.0,81.0,80.0,82,55,1.678,3.5076,2.9562,2.8823,2.5542,1.6253,1.9006,1.5222,2.6021,0.4271,-1.48545,2.0544,1.5641,1.4311,1.2685,1.3607,0.4613,0.5557,0.5741,0.9256,0.9877,0.5349,0.5762,0.5927,0.6583,0.8136
PA Parenteau 2015,PA Parenteau,2015,R,31.524,72,200,81.0,80.0,82.0,55,56,3.5076,2.9562,2.8823,2.5542,2.2259,1.9006,1.5222,2.6021,0.4271,1.444,-0.16900000000000004,1.5641,1.4311,1.2685,1.3607,1.3728,0.5557,0.5741,0.9256,0.9877,0.4205,0.5762,0.5927,0.6583,0.8136,0.6282
PA Parenteau 2016,PA Parenteau,2016,R,32.524,72,200,80.0,82.0,55.0,56,77,2.9562,2.8823,2.5542,2.2259,2.7866,1.5222,2.6021,0.4271,1.444,1.9574,0.45855,1.4311,1.2685,1.3607,1.3728,1.8462,0.5741,0.9256,0.9877,0.4205,0.753,0.5927,0.6583,0.8136,0.6282,0.7424
PA Parenteau 2017,PA Parenteau,2017,R,33.526,72,200,82.0,55.0,56.0,77,67,2.8823,2.5542,2.2259,2.7866,2.2154,2.6021,0.4271,1.444,1.9574,1.6169,0.00924999999999998,1.2685,1.3607,1.3728,1.8462,1.0134,0.9256,0.9877,0.4205,0.753,0.648,0.6583,0.8136,0.6282,0.7424,0.637
Jiri Hudler 2014,Jiri Hudler,2014,R,29.742,70,190,,73.0,81.0,71,75,,2.2534,2.2381,2.6151,3.1253,,1.0942,0.6619,2.7314,0.5119,-0.9839333333333333,,1.755,1.1748,2.4542,1.1996,,0.5049,1.2703,0.4998,0.7675,,0.7411,0.9173,0.4796,0.6633
Jiri Hudler 2015,Jiri Hudler,2015,R,30.741,70,190,73.0,81.0,71.0,75,78,2.2534,2.2381,2.6151,3.1253,2.9833,1.0942,0.6619,2.7314,0.5119,1.2892,0.039349999999999996,1.755,1.1748,2.4542,1.1996,2.474,0.5049,1.2703,0.4998,0.7675,1.2842,0.7411,0.9173,0.4796,0.6633,0.911
Jiri Hudler 2016,Jiri Hudler,2016,R,31.741,70,190,81.0,71.0,75.0,78,72,2.2381,2.6151,3.1253,2.9833,2.5731,0.6619,2.7314,0.5119,1.2892,0.9716,-0.32699999999999996,1.1748,2.4542,1.1996,2.474,2.0027,1.2703,0.4998,0.7675,1.2842,0.8229,0.9173,0.4796,0.6633,0.911,0.6951
Jiri Hudler 2017,Jiri Hudler,2017,R,32.743,70,190,71.0,75.0,78.0,72,32,2.6151,3.1253,2.9833,2.5731,2.0667,2.7314,0.5119,1.2892,0.9716,0.9073,-0.46872499999999984,2.4542,1.1996,2.474,2.0027,1.2202,0.4998,0.7675,1.2842,0.8229,0.3834,0.4796,0.6633,0.911,0.6951,0.4492
Milan Michalek 2011,Milan Michalek,2011,L,25.816,74,225,,79.0,77.0,66,66,,3.3593,2.6706,2.7048,2.4028,,1.1304,1.7507,2.6888,0.3783,-1.4783333333333333,,1.8429,1.5319,1.8503,1.629,,0.9647,0.9587,0.8064,0.8573,,0.8062,0.6263,0.6456,0.7092
Milan Michalek 2012,Milan Michalek,2012,L,26.815,74,225,79.0,77.0,66.0,66,77,3.3593,2.6706,2.7048,2.4028,2.9069,1.1304,1.7507,2.6888,0.3783,2.6806,1.19355,1.8429,1.5319,1.8503,1.629,1.4324,0.9647,0.9587,0.8064,0.8573,1.2344,0.8062,0.6263,0.6456,0.7092,0.8306
Milan Michalek 2013,Milan Michalek,2013,L,27.817,74,225,77.0,66.0,66.0,77,39,2.6706,2.7048,2.4028,2.9069,2.5899,1.7507,2.6888,0.3783,2.6806,0.0,-1.8746,1.5319,1.8503,1.629,1.4324,1.0971,0.9587,0.8064,0.8573,1.2344,0.729,0.6263,0.6456,0.7092,0.8306,0.7909
Milan Michalek 2014,Milan Michalek,2014,L,28.817,74,225,66.0,66.0,77.0,39,82,2.7048,2.4028,2.9069,2.5899,2.1657,2.6888,0.3783,2.6806,0.0,1.6893,0.252375,1.8503,1.629,1.4324,1.0971,1.5668,0.8064,0.8573,1.2344,0.729,0.6454,0.6456,0.7092,0.8306,0.7909,0.552
Milan Michalek 2015,Milan Michalek,2015,L,29.816,74,225,66.0,77.0,39.0,82,66,2.4028,2.9069,2.5899,2.1657,2.0068,0.3783,2.6806,0.0,1.6893,2.265,1.0779500000000002,1.629,1.4324,1.0971,1.5668,1.7076,0.8573,1.2344,0.729,0.6454,0.5033,0.7092,0.8306,0.7909,0.552,0.6375
Milan Michalek 2016,Milan Michalek,2016,L,30.815,74,225,77.0,39.0,82.0,66,45,2.9069,2.5899,2.1657,2.0068,2.9281,2.6806,0.0,1.6893,2.265,1.3661,-0.2926249999999999,1.4324,1.0971,1.5668,1.7076,1.2011,1.2344,0.729,0.6454,0.5033,0.4351,0.8306,0.7909,0.552,0.6375,0.5164
Clarke MacArthur 2011,Clarke MacArthur,2011,L,25.487,72,192,,37.0,71.0,81,82,,1.4441,1.769,2.1469,2.9272,,0.0,2.3885,1.3801,1.4998,0.24360000000000004,,0.1062,1.7739,1.6729,1.0465,,1.0148,0.8695,0.6048,0.7744,,0.6151,0.6984,0.6795,0.7253
Clarke MacArthur 2012,Clarke MacArthur,2012,L,26.487,72,192,37.0,71.0,81.0,82,73,1.4441,1.769,2.1469,2.9272,2.003,0.0,2.3885,1.3801,1.4998,1.231,-0.08609999999999984,0.1062,1.7739,1.6729,1.0465,1.1695,1.0148,0.8695,0.6048,0.7744,1.0099,0.6151,0.6984,0.6795,0.7253,0.8388
Clarke MacArthur 2013,Clarke MacArthur,2013,L,27.489,72,192,71.0,81.0,82.0,73,68,1.769,2.1469,2.9272,2.003,1.6642,2.3885,1.3801,1.4998,1.231,1.8027,0.17784999999999984,1.7739,1.6729,1.0465,1.1695,1.7908,0.8695,0.6048,0.7744,1.0099,0.6839,0.6984,0.6795,0.7253,0.8388,0.8223
Clarke MacArthur 2014,Clarke MacArthur,2014,L,28.488,72,192,81.0,82.0,73.0,68,79,2.1469,2.9272,2.003,1.6642,2.5797,1.3801,1.4998,1.231,1.8027,2.3553,0.8769,1.6729,1.0465,1.1695,1.7908,1.7721,0.6048,0.7744,1.0099,0.6839,0.8395,0.6795,0.7253,0.8388,0.8223,0.8704
Clarke MacArthur 2015,Clarke MacArthur,2015,L,29.487,72,192,82.0,73.0,68.0,79,62,2.9272,2.003,1.6642,2.5797,2.9702,1.4998,1.231,1.8027,2.3553,1.9549,0.23270000000000013,1.0465,1.1695,1.7908,1.7721,2.3504,0.7744,1.0099,0.6839,0.8395,0.7075,0.7253,0.8388,0.8223,0.8704,0.7655
Lauri Korpikoski 2014,Lauri Korpikoski,2014,L,27.179,73,193,71.0,79.0,82.0,61,64,0.2061,0.6842,0.7445,1.3995,0.8073,0.0,0.0,0.0,1.1909,1.1613,0.863575,0.0,0.6779,0.6081,0.766,1.5034,0.4143,1.0935,0.7434,0.617,0.5671,0.4527,0.5211,0.5793,0.5345,0.5858
Lauri Korpikoski 2015,Lauri Korpikoski,2015,L,28.179,73,193,79.0,82.0,61.0,64,69,0.6842,0.7445,1.3995,0.8073,0.9469,0.0,0.0,1.1909,1.1613,4.5918,4.00375,0.6779,0.6081,0.766,1.5034,1.7946,1.0935,0.7434,0.617,0.5671,0.0689,0.5211,0.5793,0.5345,0.5858,0.3854
Lauri Korpikoski 2016,Lauri Korpikoski,2016,L,29.178,73,193,82.0,61.0,64.0,69,71,0.7445,1.3995,0.8073,0.9469,0.8066,0.0,1.1909,1.1613,4.5918,2.0955,0.35949999999999993,0.6081,0.766,1.5034,1.7946,1.5696,0.7434,0.617,0.5671,0.0689,0.5325,0.5793,0.5345,0.5858,0.3854,0.5029
Rene Bourque 2011,Rene Bourque,2011,R,28.808,74,217,,62.0,58.0,73,80,,1.0871,1.027,2.4057,3.0075,,0.0,0.0,2.0499,1.4963,0.813,,1.3787,0.6094,1.6039,1.5127,,0.4121,1.6351,0.9839,1.097,,0.4574,0.8645,0.6942,0.6354
