,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y5 dEV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
Joe Pavelski 2015,Joe Pavelski,2015,C,30.224,71,200,74.0,82.0,82.0,82,82,14.3383,15.815,14.3285,14.7319,15.3073,0.4524,1.0179,0.9596,1.192,0.8604,-0.045074999999999976,0.973,0.9853,0.6042,0.8494,0.8312
Joe Pavelski 2016,Joe Pavelski,2016,C,31.223,71,200,82.0,82.0,82.0,82,82,15.815,14.3285,14.7319,15.3073,15.5799,1.0179,0.9596,1.192,0.8604,1.2211,0.21362500000000018,0.9853,0.6042,0.8494,0.8312,0.8166
Joe Pavelski 2017,Joe Pavelski,2017,C,32.225,71,200,82.0,82.0,82.0,82,81,14.3285,14.7319,15.3073,15.5799,15.5014,0.9596,1.192,0.8604,1.2211,1.0035,-0.05477500000000002,0.6042,0.8494,0.8312,0.8166,0.9705
Joe Pavelski 2018,Joe Pavelski,2018,C,33.225,71,200,82.0,82.0,82.0,81,82,14.7319,15.3073,15.5799,15.5014,15.7657,1.192,0.8604,1.2211,1.0035,0.6962,-0.37305,0.8494,0.8312,0.8166,0.9705,0.8146
Joe Pavelski 2019,Joe Pavelski,2019,C,34.224,71,200,82.0,82.0,81.0,82,75,15.3073,15.5799,15.5014,15.7657,15.346,0.8604,1.2211,1.0035,0.6962,1.3033,0.3579999999999999,0.8312,0.8166,0.9705,0.8146,0.9709
Joe Pavelski 2020,Joe Pavelski,2020,C,35.223,71,200,82.0,81.0,82.0,75,79,15.5799,15.5014,15.7657,15.346,13.4129,1.2211,1.0035,0.6962,1.3033,0.5341,-0.521925,0.8166,0.9705,0.8146,0.9709,0.7465
Joe Pavelski 2021,Joe Pavelski,2021,C,36.225,71,200,81.0,82.0,75.0,79,82,15.5014,15.7657,15.346,13.4129,15.1682,1.0035,0.6962,1.3033,0.5341,0.8476,-0.03667500000000001,0.9705,0.8146,0.9709,0.7465,0.6673
Joe Pavelski 2022,Joe Pavelski,2022,C,37.225,71,200,82.0,75.0,79.0,82,82,15.7657,15.346,13.4129,15.1682,15.2142,0.6962,1.3033,0.5341,0.8476,0.7214,-0.1238999999999999,0.8146,0.9709,0.7465,0.6673,0.8602
Joe Pavelski 2023,Joe Pavelski,2023,C,38.224,71,200,75.0,79.0,82.0,82,82,15.346,13.4129,15.1682,15.2142,14.5018,1.3033,0.5341,0.8476,0.7214,0.7568,-0.0948,0.9709,0.7465,0.6673,0.8602,0.7647
Alex Ovechkin 2010,Alex Ovechkin,2010,L,24.039,75,238,,,82.0,79,72,,,17.24,16.6732,16.6701,,,1.825,1.6399,1.7996,0.06715000000000004,,,1.7312,1.9992,1.583
Alex Ovechkin 2011,Alex Ovechkin,2011,L,25.038,75,238,,82.0,79.0,72,79,,17.24,16.6732,16.6701,16.716,,1.825,1.6399,1.7996,1.0904,-0.6644333333333332,,1.7312,1.9992,1.583,1.5093
Alex Ovechkin 2012,Alex Ovechkin,2012,L,26.038,75,238,82.0,79.0,72.0,79,78,17.24,16.6732,16.6701,16.716,16.1205,1.825,1.6399,1.7996,1.0904,1.1929,-0.39582499999999987,1.7312,1.9992,1.583,1.5093,1.1905
Alex Ovechkin 2013,Alex Ovechkin,2013,L,27.04,75,238,79.0,72.0,79.0,78,82,16.6732,16.6701,16.716,16.1205,16.2139,1.6399,1.7996,1.0904,1.1929,1.2335,-0.19720000000000004,1.9992,1.583,1.5093,1.1905,1.4702
Alex Ovechkin 2014,Alex Ovechkin,2014,L,28.039,75,238,72.0,79.0,78.0,82,78,16.6701,16.716,16.1205,16.2139,15.4387,1.7996,1.0904,1.1929,1.2335,1.3453,0.016199999999999992,1.583,1.5093,1.1905,1.4702,1.249
Alex Ovechkin 2015,Alex Ovechkin,2015,L,29.038,75,238,79.0,78.0,82.0,78,81,16.716,16.1205,16.2139,15.4387,16.4784,1.0904,1.1929,1.2335,1.3453,1.2587,0.04317499999999996,1.5093,1.1905,1.4702,1.249,1.3191
Alex Ovechkin 2016,Alex Ovechkin,2016,L,30.038,75,238,78.0,82.0,78.0,81,79,16.1205,16.2139,15.4387,16.4784,16.0112,1.1929,1.2335,1.3453,1.2587,1.4705,0.21289999999999987,1.1905,1.4702,1.249,1.3191,1.3291
Alex Ovechkin 2017,Alex Ovechkin,2017,L,31.04,75,238,82.0,78.0,81.0,79,82,16.2139,15.4387,16.4784,16.0112,14.623,1.2335,1.3453,1.2587,1.4705,0.8006,-0.5264,1.4702,1.249,1.3191,1.3291,1.1204
Alex Ovechkin 2018,Alex Ovechkin,2018,L,32.039,75,238,78.0,81.0,79.0,82,82,15.4387,16.4784,16.0112,14.623,15.8959,1.3453,1.2587,1.4705,0.8006,1.473,0.25422500000000015,1.249,1.3191,1.3291,1.1204,1.4776
Alex Ovechkin 2019,Alex Ovechkin,2019,L,33.039,75,238,81.0,79.0,82.0,82,81,16.4784,16.0112,14.623,15.8959,16.4848,1.2587,1.4705,0.8006,1.473,1.4828,0.23209999999999997,1.3191,1.3291,1.1204,1.4776,1.3652
Alex Ovechkin 2020,Alex Ovechkin,2020,L,34.038,75,238,79.0,82.0,82.0,81,80,16.0112,14.623,15.8959,16.4848,15.6512,1.4705,0.8006,1.473,1.4828,1.9732,0.6664750000000002,1.3291,1.1204,1.4776,1.3652,1.6469
Alex Ovechkin 2021,Alex Ovechkin,2021,L,35.04,75,238,82.0,82.0,81.0,80,65,14.623,15.8959,16.4848,15.6512,15.3107,0.8006,1.473,1.4828,1.9732,1.3063,-0.12609999999999988,1.1204,1.4776,1.3652,1.6469,1.3486
Alex Ovechkin 2022,Alex Ovechkin,2022,L,36.039,75,238,82.0,81.0,80.0,65,77,15.8959,16.4848,15.6512,15.3107,15.8015,1.473,1.4828,1.9732,1.3063,1.6273,0.06847499999999984,1.4776,1.3652,1.6469,1.3486,1.5759
Alex Ovechkin 2023,Alex Ovechkin,2023,L,37.039,75,238,81.0,80.0,65.0,77,73,16.4848,15.6512,15.3107,15.8015,15.4635,1.4828,1.9732,1.3063,1.6273,1.4883,-0.10909999999999997,1.3652,1.6469,1.3486,1.5759,1.7265
Evgeni Malkin 2010,Evgeni Malkin,2010,C,23.171,75,195,,,82.0,82,67,,,15.5142,15.8852,15.6303,,,1.4149,0.8752,0.7448,-0.4002499999999999,,,1.1536,0.9729,1.1195
Evgeni Malkin 2014,Evgeni Malkin,2014,C,27.171,75,195,67.0,43.0,75.0,52,60,15.6303,14.4151,16.5369,15.1645,15.4531,0.7448,0.968,1.8383,0.6382,1.0354,-0.011924999999999963,1.1195,1.6108,1.3436,1.1303,0.8963
Evgeni Malkin 2015,Evgeni Malkin,2015,C,28.171,75,195,43.0,75.0,52.0,60,69,14.4151,16.5369,15.1645,15.4531,15.2365,0.968,1.8383,0.6382,1.0354,1.0844,-0.03557499999999991,1.6108,1.3436,1.1303,0.8963,1.0866
Evgeni Malkin 2016,Evgeni Malkin,2016,C,29.17,75,195,75.0,52.0,60.0,69,57,16.5369,15.1645,15.4531,15.2365,15.2871,1.8383,0.6382,1.0354,1.0844,1.1017,-0.04737500000000017,1.3436,1.1303,0.8963,1.0866,0.994
Evgeni Malkin 2017,Evgeni Malkin,2017,C,30.172,75,195,52.0,60.0,69.0,57,62,15.1645,15.4531,15.2365,15.2871,14.8938,0.6382,1.0354,1.0844,1.1017,1.4295,0.46457499999999996,1.1303,0.8963,1.0866,0.994,0.9712
Evgeni Malkin 2018,Evgeni Malkin,2018,C,31.171,75,195,60.0,69.0,57.0,62,78,15.4531,15.2365,15.2871,14.8938,15.2494,1.0354,1.0844,1.1017,1.4295,1.4124,0.24965000000000015,0.8963,1.0866,0.994,0.9712,1.186
Evgeni Malkin 2019,Evgeni Malkin,2019,C,32.171,75,195,69.0,57.0,62.0,78,68,15.2365,15.2871,14.8938,15.2494,15.3181,1.0844,1.1017,1.4295,1.4124,0.6912,-0.5658000000000001,1.0866,0.994,0.9712,1.186,0.8925
Evgeni Malkin 2020,Evgeni Malkin,2020,C,33.17,75,195,57.0,62.0,78.0,68,64,15.2871,14.8938,15.2494,15.3181,15.7815,1.1017,1.4295,1.4124,0.6912,1.2443,0.0855999999999999,0.994,0.9712,1.186,0.8925,1.1579
Blake Wheeler 2011,Blake Wheeler,2011,R,24.086,77,220,,,81.0,82,81,,,11.5702,12.5159,13.5628,,,1.0243,0.8185,0.9831,0.06169999999999998,,,0.8165,0.6753,0.7094
Blake Wheeler 2012,Blake Wheeler,2012,R,25.085,77,220,,81.0,82.0,81,80,,11.5702,12.5159,13.5628,16.2267,,1.0243,0.8185,0.9831,0.5084,-0.43356666666666666,,0.8165,0.6753,0.7094,0.817
Blake Wheeler 2013,Blake Wheeler,2013,R,26.087,77,220,81.0,82.0,81.0,80,82,11.5702,12.5159,13.5628,16.2267,15.8281,1.0243,0.8185,0.9831,0.5084,1.3425,0.5089250000000001,0.8165,0.6753,0.7094,0.817,1.0218
Blake Wheeler 2014,Blake Wheeler,2014,R,27.086,77,220,82.0,81.0,80.0,82,82,12.5159,13.5628,16.2267,15.8281,15.1829,0.8185,0.9831,0.5084,1.3425,0.9639,0.050775000000000015,0.6753,0.7094,0.817,1.0218,0.8467
Blake Wheeler 2015,Blake Wheeler,2015,R,28.086,77,220,81.0,80.0,82.0,82,79,13.5628,16.2267,15.8281,15.1829,14.6479,0.9831,0.5084,1.3425,0.9639,1.037,0.08752499999999996,0.7094,0.817,1.0218,0.8467,0.9099
Blake Wheeler 2016,Blake Wheeler,2016,R,29.085,77,220,80.0,82.0,82.0,79,82,16.2267,15.8281,15.1829,14.6479,15.3067,0.5084,1.3425,0.9639,1.037,1.0039,0.04095000000000004,0.817,1.0218,0.8467,0.9099,0.8436
Blake Wheeler 2017,Blake Wheeler,2017,R,30.087,77,220,82.0,82.0,79.0,82,82,15.8281,15.1829,14.6479,15.3067,15.8053,1.3425,0.9639,1.037,1.0039,0.8796,-0.20722499999999988,1.0218,0.8467,0.9099,0.8436,0.763
Blake Wheeler 2018,Blake Wheeler,2018,R,31.086,77,220,82.0,79.0,82.0,82,81,15.1829,14.6479,15.3067,15.8053,15.8311,0.9639,1.037,1.0039,0.8796,0.7954,-0.17569999999999997,0.8467,0.9099,0.8436,0.763,0.6581
Blake Wheeler 2019,Blake Wheeler,2019,R,32.086,77,220,79.0,82.0,82.0,81,82,14.6479,15.3067,15.8053,15.8311,15.9817,1.037,1.0039,0.8796,0.7954,0.7325,-0.19647499999999996,0.9099,0.8436,0.763,0.6581,0.6817
Blake Wheeler 2020,Blake Wheeler,2020,R,33.085,77,220,82.0,82.0,81.0,82,83,15.3067,15.8053,15.8311,15.9817,15.3254,1.0039,0.8796,0.7954,0.7325,0.9374,0.08455000000000001,0.8436,0.763,0.6581,0.6817,0.7183
Blake Wheeler 2021,Blake Wheeler,2021,R,34.087,77,220,82.0,81.0,82.0,83,73,15.8053,15.8311,15.9817,15.3254,15.208,0.8796,0.7954,0.7325,0.9374,0.868,0.031775,0.763,0.6581,0.6817,0.7183,0.6541
Blake Wheeler 2022,Blake Wheeler,2022,R,35.087,77,220,81.0,82.0,83.0,73,65,15.8311,15.9817,15.3254,15.208,16.0431,0.7954,0.7325,0.9374,0.868,0.8055,-0.02782499999999999,0.6581,0.6817,0.7183,0.6541,0.8646
Blake Wheeler 2023,Blake Wheeler,2023,R,36.086,77,220,82.0,83.0,73.0,65,72,15.9817,15.3254,15.208,16.0431,13.8637,0.7325,0.9374,0.868,0.8055,0.541,-0.29484999999999995,0.6817,0.7183,0.6541,0.8646,0.783
David Krejci 2010,David Krejci,2010,C,23.428,72,192,,,56.0,82,79,,,12.4574,12.686,14.3205,,,0.344,0.8652,0.5834,-0.021199999999999997,,,0.5992,0.7934,0.7641
David Krejci 2011,David Krejci,2011,C,24.428,72,192,,56.0,82.0,79,75,,12.4574,12.686,14.3205,14.9222,,0.344,0.8652,0.5834,0.6433,0.04576666666666662,,0.5992,0.7934,0.7641,0.7758
David Krejci 2012,David Krejci,2012,C,25.427,72,192,56.0,82.0,79.0,75,79,12.4574,12.686,14.3205,14.9222,15.2314,0.344,0.8652,0.5834,0.6433,1.0471,0.4381249999999999,0.5992,0.7934,0.7641,0.7758,0.8348
David Krejci 2013,David Krejci,2013,C,26.429,72,192,82.0,79.0,75.0,79,80,12.686,14.3205,14.9222,15.2314,15.9656,0.8652,0.5834,0.6433,1.0471,0.7996,0.01485000000000003,0.7934,0.7641,0.7758,0.8348,0.8265
David Krejci 2014,David Krejci,2014,C,27.429,72,192,79.0,75.0,79.0,80,80,14.3205,14.9222,15.2314,15.9656,15.9121,0.5834,0.6433,1.0471,0.7996,0.7541,-0.014249999999999985,0.7641,0.7758,0.8348,0.8265,0.9161
David Krejci 2018,David Krejci,2018,C,31.429,72,192,80.0,47.0,72.0,82,64,15.9121,15.3723,15.5567,15.2276,14.4005,0.7541,0.4152,0.6964,0.7208,0.651,0.004375000000000018,0.9161,0.5881,0.6583,0.8228,0.7493
David Krejci 2019,David Krejci,2019,C,32.428,72,192,47.0,72.0,82.0,64,81,15.3723,15.5567,15.2276,14.4005,15.2578,0.4152,0.6964,0.7208,0.651,0.6797,0.05884999999999996,0.5881,0.6583,0.8228,0.7493,0.6566
David Krejci 2020,David Krejci,2020,C,33.427,72,192,72.0,82.0,64.0,81,71,15.5567,15.2276,14.4005,15.2578,15.1104,0.6964,0.7208,0.651,0.6797,0.6509,-0.03607499999999997,0.6583,0.8228,0.7493,0.6566,0.6454
David Krejci 2021,David Krejci,2021,C,34.429,72,192,82.0,64.0,81.0,71,74,15.2276,14.4005,15.2578,15.1104,14.5183,0.7208,0.651,0.6797,0.6509,0.4052,-0.2704,0.8228,0.7493,0.6566,0.6454,0.699
Paul Stastny 2012,Paul Stastny,2012,C,25.761,72,193,66.0,45.0,81.0,74,79,14.7831,14.8293,15.9842,15.6257,15.834,1.2914,0.3596,0.5098,0.8821,0.6715,-0.089225,0.6675,0.5553,0.5988,0.659,0.7184
Paul Stastny 2013,Paul Stastny,2013,C,26.763,72,193,45.0,81.0,74.0,79,68,14.8293,15.9842,15.6257,15.834,14.5446,0.3596,0.5098,0.8821,0.6715,0.7219,0.11614999999999998,0.5553,0.5988,0.659,0.7184,0.7289
Paul Stastny 2014,Paul Stastny,2014,C,27.763,72,193,81.0,74.0,79.0,68,71,15.9842,15.6257,15.834,14.5446,15.4056,0.5098,0.8821,0.6715,0.7219,1.1519,0.45557499999999995,0.5988,0.659,0.7184,0.7289,0.7903
Paul Stastny 2015,Paul Stastny,2015,C,28.762,72,193,74.0,79.0,68.0,71,74,15.6257,15.834,14.5446,15.4056,14.3755,0.8821,0.6715,0.7219,1.1519,0.5076,-0.34924999999999995,0.659,0.7184,0.7289,0.7903,0.669
Paul Stastny 2016,Paul Stastny,2016,C,29.761,72,193,79.0,68.0,71.0,74,64,15.834,14.5446,15.4056,14.3755,15.3979,0.6715,0.7219,1.1519,0.5076,0.4871,-0.27612500000000006,0.7184,0.7289,0.7903,0.669,0.588
Paul Stastny 2017,Paul Stastny,2017,C,30.763,72,193,68.0,71.0,74.0,64,66,14.5446,15.4056,14.3755,15.3979,14.9227,0.7219,1.1519,0.5076,0.4871,0.792,0.07487500000000002,0.7289,0.7903,0.669,0.588,0.5047
Paul Stastny 2018,Paul Stastny,2018,C,31.763,72,193,71.0,74.0,64.0,66,82,15.4056,14.3755,15.3979,14.9227,14.676,1.1519,0.5076,0.4871,0.792,0.6481,-0.08655000000000002,0.7903,0.669,0.588,0.5047,0.6777
Paul Stastny 2019,Paul Stastny,2019,C,32.762,72,193,74.0,64.0,66.0,82,50,14.3755,15.3979,14.9227,14.676,14.9753,0.5076,0.4871,0.792,0.6481,0.8814,0.27269999999999994,0.669,0.588,0.5047,0.6777,0.9701
Paul Stastny 2020,Paul Stastny,2020,C,33.761,72,193,64.0,66.0,82.0,50,83,15.3979,14.9227,14.676,14.9753,13.6324,0.4871,0.792,0.6481,0.8814,0.7439,0.041749999999999954,0.588,0.5047,0.6777,0.9701,0.7803
Paul Stastny 2021,Paul Stastny,2021,C,34.763,72,193,66.0,82.0,50.0,83,82,14.9227,14.676,14.9753,13.6324,14.3682,0.792,0.6481,0.8814,0.7439,0.8203,0.05395000000000005,0.5047,0.6777,0.9701,0.7803,0.6981
Paul Stastny 2022,Paul Stastny,2022,C,35.763,72,193,82.0,50.0,83.0,82,71,14.676,14.9753,13.6324,14.3682,14.6594,0.6481,0.8814,0.7439,0.8203,0.98,0.20657499999999995,0.6777,0.9701,0.7803,0.6981,0.8078
Paul Stastny 2023,Paul Stastny,2023,C,36.762,72,193,50.0,83.0,82.0,71,73,14.9753,13.6324,14.3682,14.6594,10.2404,0.8814,0.7439,0.8203,0.98,0.5618,-0.2946000000000001,0.9701,0.7803,0.6981,0.8078,0.7674
Sidney Crosby 2010,Sidney Crosby,2010,C,22.153,71,200,,,53.0,77,81,,,14.9711,15.6093,16.0276,,,1.3611,1.2979,1.6638,0.33430000000000004,,,1.3205,1.015,1.0397
Sidney Crosby 2015,Sidney Crosby,2015,C,27.152,71,200,41.0,22.0,61.0,80,77,16.0098,14.4553,16.0194,17.1671,15.9857,1.9196,1.132,1.2485,1.0922,0.8774,-0.47067499999999995,1.1332,1.2688,1.1696,0.8833,1.0211
Sidney Crosby 2016,Sidney Crosby,2016,C,28.151,71,200,22.0,61.0,80.0,77,80,14.4553,16.0194,17.1671,15.9857,16.36,1.132,1.2485,1.0922,0.8774,1.1919,0.1043750000000001,1.2688,1.1696,0.8833,1.0211,0.9943
Sidney Crosby 2017,Sidney Crosby,2017,C,29.153,71,200,61.0,80.0,77.0,80,75,16.0194,17.1671,15.9857,16.36,16.1344,1.2485,1.0922,0.8774,1.1919,1.4875,0.385,1.1696,0.8833,1.0211,0.9943,1.0932
Sidney Crosby 2018,Sidney Crosby,2018,C,30.153,71,200,80.0,77.0,80.0,75,82,17.1671,15.9857,16.36,16.1344,16.7821,1.0922,0.8774,1.1919,1.4875,0.872,-0.29025,0.8833,1.0211,0.9943,1.0932,1.0913
Sidney Crosby 2019,Sidney Crosby,2019,C,31.152,71,200,77.0,80.0,75.0,82,79,15.9857,16.36,16.1344,16.7821,17.1975,0.8774,1.1919,1.4875,0.872,1.0158,-0.09139999999999993,1.0211,0.9943,1.0932,1.0913,1.0677
Sidney Crosby 2023,Sidney Crosby,2023,C,35.152,71,200,79.0,48.0,80.0,69,82,17.1975,16.0671,17.1973,16.4693,16.185,1.0158,1.093,1.1418,1.2144,1.085,-0.03125,1.0677,0.8882,0.9578,1.0178,1.0762
Anze Kopitar 2010,Anze Kopitar,2010,C,22.106,75,225,,,82.0,82,82,,,15.4803,15.0681,16.2722,,,0.8508,0.9226,0.8544,-0.032299999999999995,,,0.7172,0.9127,0.8375
Anze Kopitar 2011,Anze Kopitar,2011,C,23.105,75,225,,82.0,82.0,82,75,,15.4803,15.0681,16.2722,15.8782,,0.8508,0.9226,0.8544,0.9069,0.030966666666666698,,0.7172,0.9127,0.8375,0.9092
Anze Kopitar 2012,Anze Kopitar,2012,C,24.105,75,225,82.0,82.0,82.0,75,82,15.4803,15.0681,16.2722,15.8782,15.665,0.8508,0.9226,0.8544,0.9069,0.7006,-0.183075,0.7172,0.9127,0.8375,0.9092,0.8812
Anze Kopitar 2013,Anze Kopitar,2013,C,25.107,75,225,82.0,82.0,75.0,82,80,15.0681,16.2722,15.8782,15.665,16.1801,0.9226,0.8544,0.9069,0.7006,0.789,-0.05712499999999998,0.9127,0.8375,0.9092,0.8812,0.6045
Anze Kopitar 2014,Anze Kopitar,2014,C,26.106,75,225,82.0,75.0,82.0,80,82,16.2722,15.8782,15.665,16.1801,15.4628,0.8544,0.9069,0.7006,0.789,0.8991,0.08637499999999998,0.8375,0.9092,0.8812,0.6045,0.7758
Anze Kopitar 2015,Anze Kopitar,2015,C,27.105,75,225,75.0,82.0,80.0,82,79,15.8782,15.665,16.1801,15.4628,14.8451,0.9069,0.7006,0.789,0.8991,0.4604,-0.3635000000000001,0.9092,0.8812,0.6045,0.7758,0.5962
Anze Kopitar 2016,Anze Kopitar,2016,C,28.105,75,225,82.0,80.0,82.0,79,81,15.665,16.1801,15.4628,14.8451,16.1533,0.7006,0.789,0.8991,0.4604,0.8713,0.15902499999999997,0.8812,0.6045,0.7758,0.5962,0.6804
Anze Kopitar 2017,Anze Kopitar,2017,C,29.107,75,225,80.0,82.0,79.0,81,76,16.1801,15.4628,14.8451,16.1533,15.8467,0.789,0.8991,0.4604,0.8713,0.3487,-0.40625,0.6045,0.7758,0.5962,0.6804,0.73
Anze Kopitar 2018,Anze Kopitar,2018,C,30.106,75,225,82.0,79.0,81.0,76,82,15.4628,14.8451,16.1533,15.8467,17.0183,0.8991,0.4604,0.8713,0.3487,1.2039,0.559025,0.7758,0.5962,0.6804,0.73,0.6966
Anze Kopitar 2019,Anze Kopitar,2019,C,31.106,75,225,79.0,81.0,76.0,82,81,14.8451,16.1533,15.8467,17.0183,17.486,0.4604,0.8713,0.3487,1.2039,0.8049,0.08382499999999993,0.5962,0.6804,0.73,0.6966,0.7087
Anze Kopitar 2020,Anze Kopitar,2020,C,32.105,75,225,81.0,76.0,82.0,81,82,16.1533,15.8467,17.0183,17.486,16.2712,0.8713,0.3487,1.2039,0.8049,0.6848,-0.12239999999999995,0.6804,0.73,0.6966,0.7087,0.606
Anze Kopitar 2021,Anze Kopitar,2021,C,33.107,75,225,76.0,82.0,81.0,82,82,15.8467,17.0183,17.486,16.2712,15.8878,0.3487,1.2039,0.8049,0.6848,0.6744,-0.086175,0.73,0.6966,0.7087,0.606,0.8023
Anze Kopitar 2022,Anze Kopitar,2022,C,34.106,75,225,82.0,81.0,82.0,82,81,17.0183,17.486,16.2712,15.8878,15.6922,1.2039,0.8049,0.6848,0.6744,0.6137,-0.22829999999999995,0.6966,0.7087,0.606,0.8023,0.7288
Anze Kopitar 2023,Anze Kopitar,2023,C,35.106,75,225,81.0,82.0,82.0,81,82,17.486,16.2712,15.8878,15.6922,15.3791,0.8049,0.6848,0.6744,0.6137,0.9991,0.30465,0.7087,0.606,0.8023,0.7288,0.8421
T.J. Oshie 2014,T.J. Oshie,2014,R,26.774,72,187,76.0,49.0,80.0,51,79,13.4136,14.6656,15.2396,14.9722,14.4726,0.9417,0.6679,0.7382,0.5343,0.6822,-0.03832499999999994,0.9174,0.8682,0.7448,0.6495,0.6971
T.J. Oshie 2015,T.J. Oshie,2015,R,27.774,72,187,49.0,80.0,51.0,79,72,14.6656,15.2396,14.9722,14.4726,15.1609,0.6679,0.7382,0.5343,0.6822,0.8795,0.22384999999999988,0.8682,0.7448,0.6495,0.6971,0.9532
T.J. Oshie 2016,T.J. Oshie,2016,R,28.773,72,187,80.0,51.0,79.0,72,80,15.2396,14.9722,14.4726,15.1609,14.5046,0.7382,0.5343,0.6822,0.8795,0.7756,0.06704999999999994,0.7448,0.6495,0.6971,0.9532,0.8913
T.J. Oshie 2017,T.J. Oshie,2017,R,29.775,72,187,51.0,79.0,72.0,80,68,14.9722,14.4726,15.1609,14.5046,13.9311,0.5343,0.6822,0.8795,0.7756,1.5834,0.8654999999999999,0.6495,0.6971,0.9532,0.8913,0.8391
T.J. Oshie 2018,T.J. Oshie,2018,R,30.774,72,187,79.0,72.0,80.0,68,74,14.4726,15.1609,14.5046,13.9311,14.2581,0.6822,0.8795,0.7756,1.5834,0.5118,-0.468375,0.6971,0.9532,0.8913,0.8391,0.6443
T.J. Oshie 2019,T.J. Oshie,2019,R,31.774,72,187,72.0,80.0,68.0,74,69,15.1609,14.5046,13.9311,14.2581,14.6572,0.8795,0.7756,1.5834,0.5118,1.0679,0.13032500000000014,0.9532,0.8913,0.8391,0.6443,0.8094
T.J. Oshie 2020,T.J. Oshie,2020,R,32.773,72,187,80.0,68.0,74.0,69,81,14.5046,13.9311,14.2581,14.6572,14.4449,0.7756,1.5834,0.5118,1.0679,0.9632,-0.021475000000000022,0.8913,0.8391,0.6443,0.8094,0.8465
T.J. Oshie 2021,T.J. Oshie,2021,R,33.775,72,187,68.0,74.0,69.0,81,77,13.9311,14.2581,14.6572,14.4449,14.4629,1.5834,0.5118,1.0679,0.9632,0.7045,-0.3270749999999999,0.8391,0.6443,0.8094,0.8465,0.7474
Andrew Cogliano 2010,Andrew Cogliano,2010,C,22.3,70,179,,,82.0,82,82,,,10.7915,11.8425,12.5012,,,1.0171,0.865,0.5268,-0.4142499999999999,,,0.4124,0.4412,0.5019
Andrew Cogliano 2011,Andrew Cogliano,2011,C,23.3,70,179,,82.0,82.0,82,82,,10.7915,11.8425,12.5012,13.5874,,1.0171,0.865,0.5268,0.5385,-0.2644666666666666,,0.4124,0.4412,0.5019,0.4249
Andrew Cogliano 2012,Andrew Cogliano,2012,C,24.299,70,179,82.0,82.0,82.0,82,82,10.7915,11.8425,12.5012,13.5874,12.5411,1.0171,0.865,0.5268,0.5385,0.6418,-0.09504999999999997,0.4124,0.4412,0.5019,0.4249,0.3581
Andrew Cogliano 2013,Andrew Cogliano,2013,C,25.301,70,179,82.0,82.0,82.0,82,82,11.8425,12.5012,13.5874,12.5411,13.5528,0.865,0.5268,0.5385,0.6418,1.0146,0.371575,0.4412,0.5019,0.4249,0.3581,0.4822
Andrew Cogliano 2014,Andrew Cogliano,2014,C,26.301,70,179,82.0,82.0,82.0,82,82,12.5012,13.5874,12.5411,13.5528,13.5215,0.5268,0.5385,0.6418,1.0146,1.0282,0.34777499999999995,0.5019,0.4249,0.3581,0.4822,0.5938
Andrew Cogliano 2015,Andrew Cogliano,2015,C,27.3,70,179,82.0,82.0,82.0,82,82,13.5874,12.5411,13.5528,13.5215,12.8404,0.5385,0.6418,1.0146,1.0282,0.6268,-0.178975,0.4249,0.3581,0.4822,0.5938,0.4141
Andrew Cogliano 2016,Andrew Cogliano,2016,C,28.299,70,179,82.0,82.0,82.0,82,82,12.5411,13.5528,13.5215,12.8404,12.4679,0.6418,1.0146,1.0282,0.6268,0.4108,-0.41705,0.3581,0.4822,0.5938,0.4141,0.4307
Andrew Cogliano 2017,Andrew Cogliano,2017,C,29.301,70,179,82.0,82.0,82.0,82,82,13.5528,13.5215,12.8404,12.4679,13.2874,1.0146,1.0282,0.6268,0.4108,0.7159,-0.054200000000000026,0.4822,0.5938,0.4141,0.4307,0.546
Andrew Cogliano 2018,Andrew Cogliano,2018,C,30.301,70,179,82.0,82.0,82.0,82,80,13.5215,12.8404,12.4679,13.2874,13.375,1.0282,0.6268,0.4108,0.7159,0.5047,-0.19072499999999992,0.5938,0.4141,0.4307,0.546,0.6403
Andrew Cogliano 2019,Andrew Cogliano,2019,C,31.3,70,179,82.0,82.0,82.0,80,78,12.8404,12.4679,13.2874,13.375,11.1771,0.6268,0.4108,0.7159,0.5047,0.3441,-0.22044999999999998,0.4141,0.4307,0.546,0.6403,0.4861
Andrew Cogliano 2020,Andrew Cogliano,2020,C,32.299,70,179,82.0,82.0,80.0,78,80,12.4679,13.2874,13.375,11.1771,10.8431,0.4108,0.7159,0.5047,0.3441,0.2441,-0.249775,0.4307,0.546,0.6403,0.4861,0.3601
Andrew Cogliano 2021,Andrew Cogliano,2021,C,33.301,70,179,82.0,80.0,78.0,80,79,13.2874,13.375,11.1771,10.8431,12.317,0.7159,0.5047,0.3441,0.2441,0.3608,-0.09139999999999998,0.546,0.6403,0.4861,0.3601,0.4284
