,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
John-Michael Liles 2013,John-Michael Liles,2013,D,31.85,70,185,75.0,59.0,76.0,66,54,0.5353,0.3246,1.0621,0.5288,0.6109,-0.0018000000000000238
John-Michael Liles 2014,John-Michael Liles,2014,D,32.85,70,185,59.0,76.0,66.0,54,41,0.3246,1.0621,0.5288,0.6109,0.1797,-0.4519000000000001
John-Michael Liles 2015,John-Michael Liles,2015,D,33.849,70,185,76.0,66.0,54.0,41,57,1.0621,0.5288,0.6109,0.1797,0.3594,-0.235975
John-Michael Liles 2016,John-Michael Liles,2016,D,34.848,70,185,66.0,54.0,41.0,57,81,0.5288,0.6109,0.1797,0.3594,1.5488,1.1291
Fedor Tyutin 2010,Fedor Tyutin,2010,D,26.205,74,221,,,82.0,82,80,,,2.4148,2.6246,2.7825,0.2627999999999999
Fedor Tyutin 2011,Fedor Tyutin,2011,D,27.204,74,221,,82.0,82.0,80,80,,2.4148,2.6246,2.7825,2.7371,0.12979999999999992
Fedor Tyutin 2012,Fedor Tyutin,2012,D,28.203,74,221,82.0,82.0,80.0,80,66,2.4148,2.6246,2.7825,2.7371,2.8285,0.18874999999999975
Fedor Tyutin 2013,Fedor Tyutin,2013,D,29.205,74,221,82.0,80.0,80.0,66,82,2.6246,2.7825,2.7371,2.8285,2.5524,-0.19077499999999992
Fedor Tyutin 2014,Fedor Tyutin,2014,D,30.205,74,221,80.0,80.0,66.0,82,69,2.7825,2.7371,2.8285,2.5524,2.7657,0.040574999999999584
Fedor Tyutin 2015,Fedor Tyutin,2015,D,31.204,74,221,80.0,66.0,82.0,69,67,2.7371,2.8285,2.5524,2.7657,2.8557,0.1347750000000003
Fedor Tyutin 2016,Fedor Tyutin,2016,D,32.203,74,221,66.0,82.0,69.0,67,61,2.8285,2.5524,2.7657,2.8557,2.0557,-0.6948750000000001
Fedor Tyutin 2017,Fedor Tyutin,2017,D,33.206,74,221,82.0,69.0,67.0,61,69,2.5524,2.7657,2.8557,2.0557,2.4418,-0.11557499999999976
Zbynek Michalek 2010,Zbynek Michalek,2010,D,26.774,74,210,,,75.0,82,72,,,2.6611,3.0744,3.2766,0.40885000000000016
Zbynek Michalek 2011,Zbynek Michalek,2011,D,27.774,74,210,,75.0,82.0,72,73,,2.6611,3.0744,3.2766,3.7676,0.7635666666666667
Zbynek Michalek 2012,Zbynek Michalek,2012,D,28.773,74,210,75.0,82.0,72.0,73,62,2.6611,3.0744,3.2766,3.7676,3.6401,0.4451749999999999
Zbynek Michalek 2013,Zbynek Michalek,2013,D,29.775,74,210,82.0,72.0,73.0,62,58,3.0744,3.2766,3.7676,3.6401,3.002,-0.43767500000000004
Zbynek Michalek 2014,Zbynek Michalek,2014,D,30.774,74,210,72.0,73.0,62.0,58,59,3.2766,3.7676,3.6401,3.002,2.9797,-0.441875
Zbynek Michalek 2015,Zbynek Michalek,2015,D,31.774,74,210,73.0,62.0,58.0,59,68,3.7676,3.6401,3.002,2.9797,2.873,-0.4743499999999994
Zbynek Michalek 2016,Zbynek Michalek,2016,D,32.773,74,210,62.0,58.0,59.0,68,70,3.6401,3.002,2.9797,2.873,3.1114,-0.012299999999999756
Dennis Wideman 2010,Dennis Wideman,2010,D,26.536,72,202,,,81.0,79,76,,,2.9457,2.8289,2.3537,-0.5335999999999999
Dennis Wideman 2011,Dennis Wideman,2011,D,27.535,72,202,,81.0,79.0,76,75,,2.9457,2.8289,2.3537,2.4158,-0.2936333333333332
Dennis Wideman 2012,Dennis Wideman,2012,D,28.535,72,202,81.0,79.0,76.0,75,82,2.9457,2.8289,2.3537,2.4158,1.9378,-0.6982250000000001
Dennis Wideman 2013,Dennis Wideman,2013,D,29.537,72,202,79.0,76.0,75.0,82,78,2.8289,2.3537,2.4158,1.9378,2.1917,-0.1923499999999998
Dennis Wideman 2014,Dennis Wideman,2014,D,30.536,72,202,76.0,75.0,82.0,78,46,2.3537,2.4158,1.9378,2.1917,1.3366,-0.8881499999999998
Dennis Wideman 2015,Dennis Wideman,2015,D,31.535,72,202,75.0,82.0,78.0,46,80,2.4158,1.9378,2.1917,1.3366,1.3752,-0.595275
Dennis Wideman 2016,Dennis Wideman,2016,D,32.535,72,202,82.0,78.0,46.0,80,51,1.9378,2.1917,1.3366,1.3752,1.5487,-0.16162500000000013
Dennis Wideman 2017,Dennis Wideman,2017,D,33.537,72,202,78.0,46.0,80.0,51,57,2.1917,1.3366,1.3752,1.5487,2.1792,0.5661499999999999
Tom Gilbert 2010,Tom Gilbert,2010,D,26.725,74,210,,,82.0,82,82,,,2.5055,2.5096,2.664,0.15644999999999998
Tom Gilbert 2011,Tom Gilbert,2011,D,27.724,74,210,,82.0,82.0,82,79,,2.5055,2.5096,2.664,3.3551,0.7954000000000003
Tom Gilbert 2012,Tom Gilbert,2012,D,28.724,74,210,82.0,82.0,82.0,79,67,2.5055,2.5096,2.664,3.3551,3.2119,0.4533499999999999
Tom Gilbert 2013,Tom Gilbert,2013,D,29.726,74,210,82.0,82.0,79.0,67,73,2.5096,2.664,3.3551,3.2119,1.519,-1.4161500000000002
Tom Gilbert 2014,Tom Gilbert,2014,D,30.725,74,210,82.0,79.0,67.0,73,73,2.664,3.3551,3.2119,1.519,0.8808,-1.8067
Tom Gilbert 2015,Tom Gilbert,2015,D,31.724,74,210,79.0,67.0,73.0,73,72,3.3551,3.2119,1.519,0.8808,1.9271,-0.31459999999999977
Tom Gilbert 2016,Tom Gilbert,2016,D,32.724,74,210,67.0,73.0,73.0,72,45,3.2119,1.519,0.8808,1.9271,1.7933,-0.09140000000000015
Matt Greene 2010,Matt Greene,2010,D,26.388,75,236,,,46.0,82,75,,,2.7576,3.0498,2.7831,-0.1205999999999996
Matt Greene 2011,Matt Greene,2011,D,27.387,75,236,,46.0,82.0,75,71,,2.7576,3.0498,2.7831,2.5969,-0.26659999999999995
Matt Greene 2012,Matt Greene,2012,D,28.387,75,236,46.0,82.0,75.0,71,82,2.7576,3.0498,2.7831,2.5969,3.0514,0.25455000000000005
Mark Stuart 2010,Mark Stuart,2010,D,25.43,74,215,,,82.0,82,56,,,1.3087,1.236,1.2455,-0.02684999999999982
Mark Stuart 2011,Mark Stuart,2011,D,26.429,74,215,,82.0,82.0,56,54,,1.3087,1.236,1.2455,2.0469,0.7834999999999999
Mark Stuart 2012,Mark Stuart,2012,D,27.429,74,215,82.0,82.0,56.0,54,80,1.3087,1.236,1.2455,2.0469,2.936,1.476725
Mark Stuart 2013,Mark Stuart,2013,D,28.431,74,215,82.0,56.0,54.0,80,71,1.236,1.2455,2.0469,2.936,2.3321,0.4660000000000002
Mark Stuart 2014,Mark Stuart,2014,D,29.43,74,215,56.0,54.0,80.0,71,69,1.2455,2.0469,2.936,2.3321,3.071,0.9308750000000003
Mark Stuart 2015,Mark Stuart,2015,D,30.429,74,215,54.0,80.0,71.0,69,70,2.0469,2.936,2.3321,3.071,3.2912,0.6947000000000001
Mark Stuart 2016,Mark Stuart,2016,D,31.429,74,215,80.0,71.0,69.0,70,64,2.936,2.3321,3.071,3.2912,2.8979,-0.0096750000000001
Mark Stuart 2017,Mark Stuart,2017,D,32.431,74,215,71.0,69.0,70.0,64,42,2.3321,3.071,3.2912,2.8979,2.2663,-0.6317499999999998
Kevin Klein 2011,Kevin Klein,2011,D,25.799,73,206,,13.0,63.0,81,81,,0.8256,0.4545,2.527,3.177,1.9079666666666666
Kevin Klein 2012,Kevin Klein,2012,D,26.799,73,206,13.0,63.0,81.0,81,66,0.8256,0.4545,2.527,3.177,2.353,0.6069750000000003
Kevin Klein 2013,Kevin Klein,2013,D,27.801,73,206,63.0,81.0,81.0,66,80,0.4545,2.527,3.177,2.353,2.7379,0.6100249999999998
Kevin Klein 2014,Kevin Klein,2014,D,28.8,73,206,81.0,81.0,66.0,80,77,2.527,3.177,2.353,2.7379,1.5755,-1.1232250000000001
Kevin Klein 2015,Kevin Klein,2015,D,29.8,73,206,81.0,66.0,80.0,77,65,3.177,2.353,2.7379,1.5755,1.8044,-0.6564499999999998
Kevin Klein 2016,Kevin Klein,2016,D,30.799,73,206,66.0,80.0,77.0,65,69,2.353,2.7379,1.5755,1.8044,2.0966,-0.02110000000000012
Kevin Klein 2017,Kevin Klein,2017,D,31.801,73,206,80.0,77.0,65.0,69,60,2.7379,1.5755,1.8044,2.0966,1.2611,-0.7924999999999998
Matt Carle 2010,Matt Carle,2010,D,25.016,72,197,,,62.0,76,80,,,0.5833,0.9998,1.9306,1.1390500000000001
Matt Carle 2011,Matt Carle,2011,D,26.016,72,197,,62.0,76.0,80,82,,0.5833,0.9998,1.9306,1.2313,0.06006666666666671
Matt Carle 2012,Matt Carle,2012,D,27.015,72,197,62.0,76.0,80.0,82,82,0.5833,0.9998,1.9306,1.2313,1.7498,0.56355
Matt Carle 2013,Matt Carle,2013,D,28.017,72,197,76.0,80.0,82.0,82,82,0.9998,1.9306,1.2313,1.7498,2.6035,1.1256249999999999
Matt Carle 2014,Matt Carle,2014,D,29.017,72,197,80.0,82.0,82.0,82,82,1.9306,1.2313,1.7498,2.6035,2.3146,0.43579999999999997
Matt Carle 2015,Matt Carle,2015,D,30.016,72,197,82.0,82.0,82.0,82,59,1.2313,1.7498,2.6035,2.3146,2.0088,0.03399999999999981
Matt Carle 2016,Matt Carle,2016,D,31.015,72,197,82.0,82.0,82.0,59,64,1.7498,2.6035,2.3146,2.0088,1.4599,-0.7092750000000001
Clayton Stoner 2013,Clayton Stoner,2013,D,27.615,76,216,,8.0,57.0,51,82,,0.1167,2.1044,1.6657,1.5677,0.2721
Clayton Stoner 2014,Clayton Stoner,2014,D,28.614,76,216,8.0,57.0,51.0,82,63,0.1167,2.1044,1.6657,1.5677,1.2915,-0.072125
Clayton Stoner 2015,Clayton Stoner,2015,D,29.613,76,216,57.0,51.0,82.0,63,69,2.1044,1.6657,1.5677,1.2915,1.8217,0.16437499999999994
Clayton Stoner 2016,Clayton Stoner,2016,D,30.613,76,216,51.0,82.0,63.0,69,50,1.6657,1.5677,1.2915,1.8217,1.8147,0.22804999999999986
Nicklas Grossmann 2010,Nicklas Grossmann,2010,D,24.691,76,230,,,62.0,81,71,,,1.9815,2.3138,2.1397,-0.007950000000000124
Nicklas Grossmann 2011,Nicklas Grossmann,2011,D,25.69,76,230,,62.0,81.0,71,59,,1.9815,2.3138,2.1397,2.3376,0.1926000000000001
Nicklas Grossmann 2012,Nicklas Grossmann,2012,D,26.689,76,230,62.0,81.0,71.0,59,74,1.9815,2.3138,2.1397,2.3376,2.2207,0.02754999999999974
Nicklas Grossmann 2013,Nicklas Grossmann,2013,D,27.691,76,230,81.0,71.0,59.0,74,51,2.3138,2.1397,2.3376,2.2207,3.2017,0.94875
Nicklas Grossmann 2014,Nicklas Grossmann,2014,D,28.691,76,230,71.0,59.0,74.0,51,78,2.1397,2.3376,2.2207,3.2017,2.6705,0.19557500000000028
Nicklas Grossmann 2015,Nicklas Grossmann,2015,D,29.69,76,230,59.0,74.0,51.0,78,68,2.3376,2.2207,3.2017,2.6705,2.1544,-0.4532250000000002
Nicklas Grossmann 2016,Nicklas Grossmann,2016,D,30.689,76,230,74.0,51.0,78.0,68,58,2.2207,3.2017,2.6705,2.1544,2.9848,0.4229750000000001
Jakub Kindl 2013,Jakub Kindl,2013,D,25.641,75,199,,3.0,48.0,55,70,,,0.166,0.2761,0.2663,0.04524999999999996
Jakub Kindl 2014,Jakub Kindl,2014,D,26.64,75,199,3.0,48.0,55.0,70,66,,0.166,0.2761,0.2663,0.102,-0.13413333333333333
Mark Fayne 2013,Mark Fayne,2013,D,25.383,75,209,,,57.0,82,52,,,0.5371,1.4622,2.464,1.46435
Mark Fayne 2014,Mark Fayne,2014,D,26.383,75,209,,57.0,82.0,52,72,,0.5371,1.4622,2.464,1.9947,0.5069333333333332
Mark Fayne 2015,Mark Fayne,2015,D,27.382,75,209,57.0,82.0,52.0,72,74,0.5371,1.4622,2.464,1.9947,2.4849,0.8704000000000001
Mark Fayne 2016,Mark Fayne,2016,D,28.381,75,209,82.0,52.0,72.0,74,69,1.4622,2.464,1.9947,2.4849,1.649,-0.4524499999999998
Brian Strait 2016,Brian Strait,2016,D,27.741,73,188,9.0,32.0,47.0,52,52,0.3981,1.5851,2.6489,1.749,1.5603,-0.03497499999999998
Jamie McBain 2013,Jamie McBain,2013,D,24.6,73,195,,14.0,76.0,76,68,,1.9393,0.6162,0.6768,0.7958,-0.2816333333333333
Jamie McBain 2014,Jamie McBain,2014,D,25.6,73,195,14.0,76.0,76.0,68,69,1.9393,0.6162,0.6768,0.7958,1.0514,0.04437499999999983
Patrick Wiercioch 2015,Patrick Wiercioch,2015,D,24.053,77,202,8.0,,71.0,53,56,0.0125,,0.0631,0.3192,0.1661,0.0345
Patrick Wiercioch 2016,Patrick Wiercioch,2016,D,25.052,77,202,,71.0,53.0,56,52,,0.0631,0.3192,0.1661,0.5686,0.38580000000000003
Patrick Wiercioch 2017,Patrick Wiercioch,2017,D,26.054,77,202,71.0,53.0,56.0,52,57,0.0631,0.3192,0.1661,0.5686,1.4067,1.12745
Eric Gelinas 2016,Eric Gelinas,2016,D,24.4,76,215,,1.0,60.0,61,40,,,0.0975,0.0828,0.0804,-0.009750000000000009
Jyrki Jokipakka 2017,Jyrki Jokipakka,2017,D,25.118,75,215,,,51.0,58,41,,,0.9745,1.1164,0.1878,-0.85765
Willie Mitchell 2010,Willie Mitchell,2010,D,32.442,75,210,,,72.0,82,48,,,4.409,4.3061,4.0778,-0.27974999999999994
Willie Mitchell 2011,Willie Mitchell,2011,D,33.441,75,210,,72.0,82.0,48,57,,4.409,4.3061,4.0778,3.4023,-0.8619999999999997
Willie Mitchell 2012,Willie Mitchell,2012,D,34.44,75,210,72.0,82.0,48.0,57,76,4.409,4.3061,4.0778,3.4023,3.5509,-0.4979
Willie Mitchell 2016,Willie Mitchell,2016,D,38.44,75,210,76.0,,76.0,66,46,3.5509,,2.9561,3.2394,3.2362,-0.012599999999999945
Andrew Ference 2010,Andrew Ference,2010,D,30.544,71,182,,,59.0,47,51,,,2.7565,2.4365,1.9324,-0.6640999999999999
Andrew Ference 2011,Andrew Ference,2011,D,31.544,71,182,,59.0,47.0,51,70,,2.7565,2.4365,1.9324,1.8595,-0.5156333333333334
Andrew Ference 2012,Andrew Ference,2012,D,32.543,71,182,59.0,47.0,51.0,70,72,2.7565,2.4365,1.9324,1.8595,1.9398,-0.30642499999999995
Andrew Ference 2013,Andrew Ference,2013,D,33.545,71,182,47.0,51.0,70.0,72,82,2.4365,1.9324,1.8595,1.9398,2.2472,0.20514999999999972
Andrew Ference 2014,Andrew Ference,2014,D,34.544,71,182,51.0,70.0,72.0,82,71,1.9324,1.8595,1.9398,2.2472,2.885,0.8902749999999999
Andrew Ference 2015,Andrew Ference,2015,D,35.544,71,182,70.0,72.0,82.0,71,70,1.8595,1.9398,2.2472,2.885,1.8581,-0.37477499999999986
Dan Boyle 2011,Dan Boyle,2011,D,34.221,71,194,,37.0,77.0,76,76,,2.6293,2.0848,2.5678,2.2537,-0.17360000000000042
Dan Boyle 2012,Dan Boyle,2012,D,35.221,71,194,37.0,77.0,76.0,76,81,2.6293,2.0848,2.5678,2.2537,1.5117,-0.8722000000000001
Dan Boyle 2013,Dan Boyle,2013,D,36.223,71,194,77.0,76.0,76.0,81,78,2.0848,2.5678,2.2537,1.5117,1.1091,-0.9953999999999998
Dan Boyle 2014,Dan Boyle,2014,D,37.222,71,194,76.0,76.0,81.0,78,75,2.5678,2.2537,1.5117,1.1091,0.268,-1.5925749999999999
Dan Boyle 2015,Dan Boyle,2015,D,38.221,71,194,76.0,81.0,78.0,75,65,2.2537,1.5117,1.1091,0.268,0.8674,-0.41822500000000007
Dan Boyle 2016,Dan Boyle,2016,D,39.221,71,194,81.0,78.0,75.0,65,74,1.5117,1.1091,0.268,0.8674,0.684,-0.2550499999999999
Brad Stuart 2010,Brad Stuart,2010,D,29.904,74,215,,,72.0,67,82,,,2.841,2.858,3.3927,0.5432000000000001
Brad Stuart 2011,Brad Stuart,2011,D,30.903,74,215,,72.0,67.0,82,67,,2.841,2.858,3.3927,3.5463,0.5157333333333334
Brad Stuart 2012,Brad Stuart,2012,D,31.902,74,215,72.0,67.0,82.0,67,81,2.841,2.858,3.3927,3.5463,3.1745,0.015000000000000124
Brad Stuart 2013,Brad Stuart,2013,D,32.904,74,215,67.0,82.0,67.0,81,82,2.858,3.3927,3.5463,3.1745,2.6535,-0.589375
Brad Stuart 2014,Brad Stuart,2014,D,33.904,74,215,82.0,67.0,81.0,82,61,3.3927,3.5463,3.1745,2.6535,2.0262,-1.16555
Brad Stuart 2015,Brad Stuart,2015,D,34.903,74,215,67.0,81.0,82.0,61,65,3.5463,3.1745,2.6535,2.0262,2.5662,-0.2839250000000004
Rob Scuderi 2010,Rob Scuderi,2010,D,30.755,73,216,,,71.0,81,73,,,3.2197,3.7689,2.5689,-0.9253999999999998
Rob Scuderi 2011,Rob Scuderi,2011,D,31.754,73,216,,71.0,81.0,73,82,,3.2197,3.7689,2.5689,2.774,-0.4118333333333335
Rob Scuderi 2012,Rob Scuderi,2012,D,32.754,73,216,71.0,81.0,73.0,82,82,3.2197,3.7689,2.5689,2.774,2.6545,-0.42837499999999995
Rob Scuderi 2013,Rob Scuderi,2013,D,33.756,73,216,81.0,73.0,82.0,82,82,3.7689,2.5689,2.774,2.6545,3.2312,0.2896249999999996
Rob Scuderi 2014,Rob Scuderi,2014,D,34.755,73,216,73.0,82.0,82.0,82,53,2.5689,2.774,2.6545,3.2312,2.6333,-0.17384999999999984
Rob Scuderi 2015,Rob Scuderi,2015,D,35.755,73,216,82.0,82.0,82.0,53,82,2.774,2.6545,3.2312,2.6333,3.1352,0.3119500000000004
Rob Scuderi 2016,Rob Scuderi,2016,D,36.754,73,216,82.0,82.0,53.0,82,63,2.6545,3.2312,2.6333,3.1352,1.7751,-1.13845
Barret Jackman 2010,Barret Jackman,2010,D,28.576,72,203,,,78.0,82,66,,,3.3671,4.3935,3.8114,-0.06890000000000018
Barret Jackman 2011,Barret Jackman,2011,D,29.575,72,203,,78.0,82.0,66,60,,3.3671,4.3935,3.8114,2.8478,-1.0095333333333336
Barret Jackman 2012,Barret Jackman,2012,D,30.574,72,203,78.0,82.0,66.0,60,81,3.3671,4.3935,3.8114,2.8478,3.4636,-0.1413500000000001
Barret Jackman 2013,Barret Jackman,2013,D,31.576,72,203,82.0,66.0,60.0,81,78,4.3935,3.8114,2.8478,3.4636,2.7833,-0.8457750000000002
Barret Jackman 2014,Barret Jackman,2014,D,32.576,72,203,66.0,60.0,81.0,78,79,3.8114,2.8478,3.4636,2.7833,2.3165,-0.9100250000000001
Barret Jackman 2015,Barret Jackman,2015,D,33.575,72,203,60.0,81.0,78.0,79,80,2.8478,3.4636,2.7833,2.3165,2.2602,-0.5926
Barret Jackman 2016,Barret Jackman,2016,D,34.575,72,203,81.0,78.0,79.0,80,73,3.4636,2.7833,2.3165,2.2602,0.8642,-1.8417000000000003
Carlo Colaiacovo 2011,Carlo Colaiacovo,2011,D,27.678,73,202,,28.0,73.0,67,65,,2.3381,0.4153,0.31,0.3264,-0.6947333333333332
Carlo Colaiacovo 2012,Carlo Colaiacovo,2012,D,28.677,73,202,28.0,73.0,67.0,65,64,2.3381,0.4153,0.31,0.3264,0.2951,-0.5523499999999999
Christian Ehrhoff 2010,Christian Ehrhoff,2010,D,27.24,74,201,,,77.0,77,80,,,2.6028,1.7563,2.1329,-0.04665000000000008
Christian Ehrhoff 2011,Christian Ehrhoff,2011,D,28.239,74,201,,77.0,77.0,80,79,,2.6028,1.7563,2.1329,2.1582,-0.005799999999999805
Christian Ehrhoff 2012,Christian Ehrhoff,2012,D,29.238,74,201,77.0,77.0,80.0,79,66,2.6028,1.7563,2.1329,2.1582,1.323,-0.83955
Christian Ehrhoff 2013,Christian Ehrhoff,2013,D,30.24,74,201,77.0,80.0,79.0,66,80,1.7563,2.1329,2.1582,1.323,2.016,0.1734
Christian Ehrhoff 2014,Christian Ehrhoff,2014,D,31.24,74,201,80.0,79.0,66.0,80,79,2.1329,2.1582,1.323,2.016,2.5926,0.6850750000000001
Christian Ehrhoff 2015,Christian Ehrhoff,2015,D,32.239,74,201,79.0,66.0,80.0,79,49,2.1582,1.323,2.016,2.5926,1.784,-0.23845000000000005
Christian Ehrhoff 2016,Christian Ehrhoff,2016,D,33.238,74,201,66.0,80.0,79.0,49,48,1.323,2.016,2.5926,1.784,0.408,-1.5209000000000001
Marek Zidlicky 2010,Marek Zidlicky,2010,D,32.658,71,190,,,79.0,76,78,,,0.4078,1.3493,2.8259,1.94735
Marek Zidlicky 2011,Marek Zidlicky,2011,D,33.657,71,190,,79.0,76.0,78,46,,0.4078,1.3493,2.8259,2.213,0.6853333333333336
Marek Zidlicky 2012,Marek Zidlicky,2012,D,34.657,71,190,79.0,76.0,78.0,46,63,0.4078,1.3493,2.8259,2.213,0.4394,-1.2596
Marek Zidlicky 2013,Marek Zidlicky,2013,D,35.659,71,190,76.0,78.0,46.0,63,82,1.3493,2.8259,2.213,0.4394,0.2156,-1.4913
Marek Zidlicky 2014,Marek Zidlicky,2014,D,36.658,71,190,78.0,46.0,63.0,82,81,2.8259,2.213,0.4394,0.2156,0.3008,-1.122675
Marek Zidlicky 2015,Marek Zidlicky,2015,D,37.657,71,190,46.0,63.0,82.0,81,84,2.213,0.4394,0.2156,0.3008,0.1458,-0.6464
Marek Zidlicky 2016,Marek Zidlicky,2016,D,38.657,71,190,63.0,82.0,81.0,84,53,0.4394,0.2156,0.3008,0.1458,0.0642,-0.21120000000000005
James Wisniewski 2010,James Wisniewski,2010,D,25.611,71,203,,,68.0,48,69,,,1.4382,2.3003,3.4988,1.62955
James Wisniewski 2011,James Wisniewski,2011,D,26.61,71,203,,68.0,48.0,69,75,,1.4382,2.3003,3.4988,1.0336,-1.3788333333333334
James Wisniewski 2012,James Wisniewski,2012,D,27.609,71,203,68.0,48.0,69.0,75,48,1.4382,2.3003,3.4988,1.0336,1.8299,-0.23782500000000018
James Wisniewski 2013,James Wisniewski,2013,D,28.611,71,203,48.0,69.0,75.0,48,51,2.3003,3.4988,1.0336,1.8299,1.51,-0.6556500000000003
James Wisniewski 2014,James Wisniewski,2014,D,29.611,71,203,69.0,75.0,48.0,51,75,3.4988,1.0336,1.8299,1.51,2.0033,0.03522499999999984
James Wisniewski 2015,James Wisniewski,2015,D,30.61,71,203,75.0,48.0,51.0,75,69,1.0336,1.8299,1.51,2.0033,1.7862,0.19199999999999995
Andre Benoit 2015,Andre Benoit,2015,D,30.736,71,190,8.0,,56.0,79,59,0.1667,,0.6288,1.7382,1.265,0.4204333333333332
Ladislav Smid 2010,Ladislav Smid,2010,D,23.664,76,210,,,65.0,60,51,,,2.4223,0.6664,1.8562,0.3118500000000002
Ladislav Smid 2011,Ladislav Smid,2011,D,24.663,76,210,,65.0,60.0,51,78,,2.4223,0.6664,1.8562,2.672,1.0237000000000003
Ladislav Smid 2012,Ladislav Smid,2012,D,25.663,76,210,65.0,60.0,51.0,78,78,2.4223,0.6664,1.8562,2.672,3.3737,1.4694749999999999
Ladislav Smid 2013,Ladislav Smid,2013,D,26.665,76,210,60.0,51.0,78.0,78,82,0.6664,1.8562,2.672,3.3737,3.2257,1.0836249999999996
Ladislav Smid 2014,Ladislav Smid,2014,D,27.664,76,210,51.0,78.0,78.0,82,73,1.8562,2.672,3.3737,3.2257,2.0521,-0.7298
Jeff Schultz 2010,Jeff Schultz,2010,D,23.598,78,225,,,72.0,64,73,,,3.1553,3.3211,2.6441,-0.5941000000000001
Jeff Schultz 2011,Jeff Schultz,2011,D,24.598,78,225,,72.0,64.0,73,72,,3.1553,3.3211,2.6441,2.4252,-0.6149666666666667
Jeff Schultz 2012,Jeff Schultz,2012,D,25.597,78,225,72.0,64.0,73.0,72,54,3.1553,3.3211,2.6441,2.4252,1.341,-1.545425
Jeff Schultz 2013,Jeff Schultz,2013,D,26.599,78,225,64.0,73.0,72.0,54,44,3.3211,2.6441,2.4252,1.341,1.4699,-0.9629499999999998
Nikita Nikitin 2013,Nikita Nikitin,2013,D,26.295,76,217,,,41.0,61,64,,,1.6093,2.7423,2.3724,0.19659999999999966
Nikita Nikitin 2014,Nikita Nikitin,2014,D,27.294,76,217,,41.0,61.0,64,66,,1.6093,2.7423,2.3724,0.747,-1.4943333333333335
Nikita Nikitin 2015,Nikita Nikitin,2015,D,28.294,76,217,41.0,61.0,64.0,66,42,1.6093,2.7423,2.3724,0.747,1.7052,-0.16254999999999997
Mike Weber 2013,Mike Weber,2013,D,24.795,74,188,7.0,,58.0,51,71,0.831,,1.5894,1.7595,2.8206,1.4273000000000002
Mike Weber 2014,Mike Weber,2014,D,25.794,74,188,,58.0,51.0,71,68,,1.5894,1.7595,2.8206,2.0368,-0.019700000000000273
Mike Weber 2015,Mike Weber,2015,D,26.793,74,188,58.0,51.0,71.0,68,64,1.5894,1.7595,2.8206,2.0368,2.4083,0.35672499999999996
Mike Weber 2016,Mike Weber,2016,D,27.793,74,188,51.0,71.0,68.0,64,45,1.7595,2.8206,2.0368,2.4083,1.5074,-0.7488999999999999
Sergei Gonchar 2012,Sergei Gonchar,2012,D,37.469,74,210,78.0,25.0,62.0,67,74,3.8553,2.476,2.9202,1.5995,1.8315,-0.8812499999999999
Sergei Gonchar 2013,Sergei Gonchar,2013,D,38.471,74,210,25.0,62.0,67.0,74,76,2.476,2.9202,1.5995,1.8315,2.2407,0.03390000000000004
Sergei Gonchar 2014,Sergei Gonchar,2014,D,39.47,74,210,62.0,67.0,74.0,76,76,2.9202,1.5995,1.8315,2.2407,0.2575,-1.8904749999999997
Sergei Gonchar 2015,Sergei Gonchar,2015,D,40.469,74,210,67.0,74.0,76.0,76,48,1.5995,1.8315,2.2407,0.2575,0.4017,-1.0806
Kimmo Timonen 2010,Kimmo Timonen,2010,D,34.542,70,194,,,80.0,77,82,,,3.1698,4.6442,3.6498,-0.2572000000000001
Kimmo Timonen 2011,Kimmo Timonen,2011,D,35.541,70,194,,80.0,77.0,82,82,,3.1698,4.6442,3.6498,3.4301,-0.39116666666666644
Kimmo Timonen 2012,Kimmo Timonen,2012,D,36.54,70,194,80.0,77.0,82.0,82,76,3.1698,4.6442,3.6498,3.4301,3.5046,-0.2188749999999997
Kimmo Timonen 2013,Kimmo Timonen,2013,D,37.542,70,194,77.0,82.0,82.0,76,76,4.6442,3.6498,3.4301,3.5046,2.8989,-0.9082750000000002
Kimmo Timonen 2014,Kimmo Timonen,2014,D,38.542,70,194,82.0,82.0,76.0,76,77,3.6498,3.4301,3.5046,2.8989,3.3989,0.02804999999999991
Bryce Salvador 2010,Bryce Salvador,2010,D,33.638,75,215,,,64.0,76,79,,,3.3664,3.1125,1.9194,-1.3200499999999997
Bryce Salvador 2014,Bryce Salvador,2014,D,37.638,75,215,79.0,,82.0,66,40,1.9194,,3.0732,3.4564,3.9696,1.1532666666666667
Stephane Robidas 2010,Stephane Robidas,2010,D,32.581,71,190,,,82.0,72,82,,,2.2077,2.5475,3.0917,0.7140999999999997
Stephane Robidas 2011,Stephane Robidas,2011,D,33.581,71,190,,82.0,72.0,82,81,,2.2077,2.5475,3.0917,3.2957,0.6800666666666668
Stephane Robidas 2012,Stephane Robidas,2012,D,34.58,71,190,82.0,72.0,82.0,81,75,2.2077,2.5475,3.0917,3.2957,2.9558,0.17015000000000002
